"","url","phone","price_rating","name","address","Longitude","Latitude"
"22","www.yelp.com/biz/the-barracuda-tavern-boston","
        (617) 482-0301
    ","<span class=""business-attribute price-range"">$$</span>","The Barracuda Tavern","15 Bosworth St, Boston, MA 02108",-71.060728,42.3571281
"23","www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=8aacf767e1d58830&signature=bed10f4ced421c5ce479c2c6ef4fd1c277fa4ae1b3641b36f9afda2b6783ce0b&slot=0","
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>","Moozy’s Ice Cream & Yogurt Emporium","2 Trapelo Rd, Belmont, MA 02478",-71.1714134,42.3786324
"24","www.yelp.com/biz/loco-taqueria-and-oyster-bar-boston","
        (617) 917-5626
    ","<span class=""business-attribute price-range"">$$</span>","Loco Taqueria and Oyster Bar","412 W Broadway, Boston, MA 02127",-71.0476839,42.3370712
"25","www.yelp.com/adredir?ad_business_id=ygQKjTzsYKmrUvsyCuU0mw&campaign_id=O8Cj-Eetu3DOXGIyIwMsSA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmoozys-ice-cream-and-yogurt-emporium-belmont&request_id=fdccf31b71b76197&signature=15a5ecdd6a8f2b495eee903427ed9748cc132b89f5e68200f692312a67fc51ce&slot=0","
        (857) 302-3128
    ","<span class=""business-attribute price-range"">$</span>","Moozy’s Ice Cream & Yogurt Emporium","2 Trapelo Rd, Belmont, MA 02478",-71.1714134,42.3786324
"26","www.yelp.com/biz/the-warren-tavern-charlestown","
        (617) 241-8142
    ","<span class=""business-attribute price-range"">$$</span>","The Warren Tavern","2 Pleasant St, Charlestown, MA 02129",-71.0631001,42.3742255
"27","www.yelp.com/biz/the-boston-sail-loft-boston","
        (617) 227-7280
    ","<span class=""business-attribute price-range"">$$</span>","The Boston Sail Loft","80 Atlantic Ave, Boston, MA 02110",-71.0505386,42.3624726
"28","www.yelp.com/biz/legal-sea-foods-boston-38","
        (617) 742-5300
    ","<span class=""business-attribute price-range"">$$$</span>","Legal Sea Foods","255 State St, Boston, MA 02109",-71.051295,42.3593804
"29","www.yelp.com/biz/luckys-lounge-boston-2","
        (617) 357-5825
    ","<span class=""business-attribute price-range"">$$</span>","Lucky’s Lounge","355 Congress St, Boston, MA 02210",-71.0484886,42.3500551
"30","www.yelp.com/biz/harborside-inn-boston","
        (617) 723-7500
    ","<span class=""business-attribute price-range"">$$</span>","Harborside Inn","185 State St, Boston, MA 02109",-71.0529238,42.3592418
"31","www.yelp.com/biz/yard-house-boston-fenway","
        (617) 236-4083
    ","<span class=""business-attribute price-range"">$$</span>","Yard House","126 Brookline Ave, Boston-Fenway, MA 02215",-71.1000492,42.3452947
"32","www.yelp.com/biz/red-lantern-boston","
        (617) 262-3900
    ","<span class=""business-attribute price-range"">$$$</span>","Red Lantern","39 Stanhope St, Boston, MA 02116",-71.0734982,42.3484799
"33","www.yelp.com/biz/the-friendly-toast-back-bay","
        (617) 456-7849
    ","<span class=""business-attribute price-range"">$$</span>","The Friendly Toast","35 Stanhope St, Back Bay, MA 02116",-71.0731343,42.3484833
"34","www.yelp.com/biz/doretta-taverna-and-raw-bar-boston","
        (617) 422-0008
    ","<span class=""business-attribute price-range"">$$$</span>","Doretta Taverna & Raw Bar","79 Park Plz, Boston, MA 02116",-71.0701231,42.3516374
"35","www.yelp.com/biz/granary-tavern-boston","
        (617) 449-7110
    ","<span class=""business-attribute price-range"">$$</span>","Granary Tavern","170 Milk St, Boston, MA 02109",-71.0525195,42.358733
"36","www.yelp.com/biz/les-zygomates-boston","
        (617) 542-5108
    ","<span class=""business-attribute price-range"">$$$</span>","Les Zygomates","129 South St, Boston, MA 02111",-71.0575214,42.3512067
"37","www.yelp.com/biz/darryls-corner-bar-and-kitchen-boston","
        (617) 536-1100
    ","<span class=""business-attribute price-range"">$$</span>","Darryl’s Corner Bar & Kitchen","604 Columbus Ave, Boston, MA 02118",-71.0824273,42.3397664
"38","www.yelp.com/biz/the-pour-house-boston","
        (617) 236-1767
    ","<span class=""business-attribute price-range"">$</span>","The Pour House","907 Boylston St, Boston, MA 02115",-71.0843264,42.348475
"39","www.yelp.com/biz/local-149-south-boston-3","
        (617) 269-0900
    ","<span class=""business-attribute price-range"">$$</span>","Local 149","149 P St, South Boston, MA 02127",-71.0273101,42.3331299
"40","www.yelp.com/biz/battery-park-bar-and-lounge-boston-3","
        (617) 350-7275
    ","<span class=""business-attribute price-range"">$$</span>","Battery Park Bar & Lounge","33 Batterymarch St, Boston, MA 02110",-71.054103,42.357385
"41","www.yelp.com/biz/the-maiden-boston","
        (617) 315-7829
    ","<span class=""business-attribute price-range"">$$$</span>","The Maiden","28 W Broadway, Boston, MA 02127",-71.0564802,42.3427415
"42","www.yelp.com/biz/four-winds-bar-and-grill-boston","
        (617) 742-3922
    ","<span class=""business-attribute price-range"">$$</span>","Four Winds Bar and Grill","266 Commercial St, Boston, MA 02109",-71.051351,42.364317
"43","www.yelp.com/biz/internal-matter-boston","
        (857) 233-5873
    ","<span class=""business-attribute price-range"">$$</span>","Internal Matter","35 Channel Center St, Boston, MA 02210",-71.050548,42.34636
"44","www.yelp.com/biz/brothers-restaurant-brookline","
        (617) 383-6268
    ","<span class=""business-attribute price-range"">$$</span>","Brothers Restaurant","404 Harvard St, Brookline, MA 02446",-71.1269116,42.3449853
