GEO.id,GEO.id2,GEO.display-label,D001
8600000US10576,10576,ZCTA5 10576,5116
8600000US10577,10577,ZCTA5 10577,6552
8600000US10578,10578,ZCTA5 10578,681
8600000US10579,10579,ZCTA5 10579,8675
8600000US10580,10580,ZCTA5 10580,17208
8600000US10583,10583,ZCTA5 10583,38982
8600000US10588,10588,ZCTA5 10588,2282
8600000US10589,10589,ZCTA5 10589,8475
8600000US10590,10590,ZCTA5 10590,6767
8600000US10591,10591,ZCTA5 10591,22540
8600000US10594,10594,ZCTA5 10594,5117
8600000US10595,10595,ZCTA5 10595,8195
8600000US10596,10596,ZCTA5 10596,1729
8600000US10597,10597,ZCTA5 10597,968
8600000US10598,10598,ZCTA5 10598,28647
8600000US10601,10601,ZCTA5 10601,11376
8600000US10603,10603,ZCTA5 10603,17045
8600000US10604,10604,ZCTA5 10604,11250
8600000US10605,10605,ZCTA5 10605,18126
8600000US10606,10606,ZCTA5 10606,16499
8600000US10607,10607,ZCTA5 10607,6824
8600000US10701,10701,ZCTA5 10701,63393
8600000US10703,10703,ZCTA5 10703,20301
8600000US10704,10704,ZCTA5 10704,30165
8600000US10705,10705,ZCTA5 10705,38777
8600000US10706,10706,ZCTA5 10706,8679
8600000US10707,10707,ZCTA5 10707,10097
8600000US10708,10708,ZCTA5 10708,21225
8600000US10709,10709,ZCTA5 10709,9292
8600000US10710,10710,ZCTA5 10710,25120
8600000US10801,10801,ZCTA5 10801,40827
8600000US10803,10803,ZCTA5 10803,12435
8600000US10804,10804,ZCTA5 10804,14146
8600000US10805,10805,ZCTA5 10805,18414
8600000US10901,10901,ZCTA5 10901,23465
8600000US10910,10910,ZCTA5 10910,21
8600000US10911,10911,ZCTA5 10911,2
8600000US10913,10913,ZCTA5 10913,5532
8600000US10914,10914,ZCTA5 10914,414
8600000US10915,10915,ZCTA5 10915,119
8600000US10916,10916,ZCTA5 10916,4540
8600000US10917,10917,ZCTA5 10917,1968
8600000US10918,10918,ZCTA5 10918,11647
8600000US10919,10919,ZCTA5 10919,1040
8600000US10920,10920,ZCTA5 10920,8554
8600000US10921,10921,ZCTA5 10921,4135
8600000US10922,10922,ZCTA5 10922,1559
8600000US10923,10923,ZCTA5 10923,8732
8600000US10924,10924,ZCTA5 10924,13120
8600000US10925,10925,ZCTA5 10925,4539
8600000US10926,10926,ZCTA5 10926,3203
8600000US10927,10927,ZCTA5 10927,11910
8600000US10928,10928,ZCTA5 10928,4175
8600000US10930,10930,ZCTA5 10930,8958
8600000US10931,10931,ZCTA5 10931,1023
8600000US10932,10932,ZCTA5 10932,60
8600000US10933,10933,ZCTA5 10933,473
8600000US10940,10940,ZCTA5 10940,48418
8600000US10941,10941,ZCTA5 10941,13779
8600000US10950,10950,ZCTA5 10950,47226
8600000US10952,10952,ZCTA5 10952,38917
8600000US10953,10953,ZCTA5 10953,252
8600000US10954,10954,ZCTA5 10954,23045
8600000US10956,10956,ZCTA5 10956,31521
8600000US10958,10958,ZCTA5 10958,3291
8600000US10960,10960,ZCTA5 10960,15093
8600000US10962,10962,ZCTA5 10962,5950
8600000US10963,10963,ZCTA5 10963,4298
8600000US10964,10964,ZCTA5 10964,1472
8600000US10965,10965,ZCTA5 10965,14791
8600000US10968,10968,ZCTA5 10968,2353
8600000US10969,10969,ZCTA5 10969,1267
8600000US10970,10970,ZCTA5 10970,9993
8600000US10973,10973,ZCTA5 10973,2126
8600000US10974,10974,ZCTA5 10974,3152
8600000US10975,10975,ZCTA5 10975,281
8600000US10976,10976,ZCTA5 10976,2258
8600000US10977,10977,ZCTA5 10977,59048
8600000US10979,10979,ZCTA5 10979,234
8600000US10980,10980,ZCTA5 10980,13383
8600000US10983,10983,ZCTA5 10983,5532
8600000US10984,10984,ZCTA5 10984,2842
8600000US10985,10985,ZCTA5 10985,58
8600000US10986,10986,ZCTA5 10986,1974
8600000US10987,10987,ZCTA5 10987,3395
8600000US10988,10988,ZCTA5 10988,896
8600000US10989,10989,ZCTA5 10989,9293
8600000US10990,10990,ZCTA5 10990,20631
8600000US10992,10992,ZCTA5 10992,9621
8600000US10993,10993,ZCTA5 10993,4769
8600000US10994,10994,ZCTA5 10994,7085
8600000US10996,10996,ZCTA5 10996,6756
8600000US10998,10998,ZCTA5 10998,3122
8600000US11001,11001,ZCTA5 11001,26883
8600000US11003,11003,ZCTA5 11003,41356
8600000US11004,11004,ZCTA5 11004,14016
8600000US11005,11005,ZCTA5 11005,1806
8600000US11010,11010,ZCTA5 11010,23821
8600000US11020,11020,ZCTA5 11020,5914
8600000US11021,11021,ZCTA5 11021,17729
8600000US11023,11023,ZCTA5 11023,9027
8600000US11024,11024,ZCTA5 11024,8002
8600000US11030,11030,ZCTA5 11030,17962
8600000US11040,11040,ZCTA5 11040,40782
8600000US11042,11042,ZCTA5 11042,520
8600000US11050,11050,ZCTA5 11050,30171
8600000US11096,11096,ZCTA5 11096,8344
8600000US11101,11101,ZCTA5 11101,25484
8600000US11102,11102,ZCTA5 11102,34133
8600000US11103,11103,ZCTA5 11103,38780
8600000US11104,11104,ZCTA5 11104,27232
8600000US11105,11105,ZCTA5 11105,36688
8600000US11106,11106,ZCTA5 11106,38875
8600000US11109,11109,ZCTA5 11109,3523
8600000US11201,11201,ZCTA5 11201,51128
8600000US11203,11203,ZCTA5 11203,76174
8600000US11204,11204,ZCTA5 11204,78134
8600000US11205,11205,ZCTA5 11205,40366
8600000US11206,11206,ZCTA5 11206,81677
8600000US11207,11207,ZCTA5 11207,93386
8600000US11208,11208,ZCTA5 11208,94469
8600000US11209,11209,ZCTA5 11209,68853
8600000US11210,11210,ZCTA5 11210,62008
8600000US11211,11211,ZCTA5 11211,90117
8600000US11212,11212,ZCTA5 11212,84500
8600000US11213,11213,ZCTA5 11213,63767
8600000US11214,11214,ZCTA5 11214,88630
8600000US11215,11215,ZCTA5 11215,63488
8600000US11216,11216,ZCTA5 11216,54316
8600000US11217,11217,ZCTA5 11217,35881
8600000US11218,11218,ZCTA5 11218,75220
8600000US11219,11219,ZCTA5 11219,92221
8600000US11220,11220,ZCTA5 11220,99598
8600000US11221,11221,ZCTA5 11221,78895
8600000US11222,11222,ZCTA5 11222,36934
8600000US11223,11223,ZCTA5 11223,78731
8600000US11224,11224,ZCTA5 11224,47621
8600000US11225,11225,ZCTA5 11225,56829
8600000US11226,11226,ZCTA5 11226,101572
8600000US11228,11228,ZCTA5 11228,41788
8600000US11229,11229,ZCTA5 11229,80018
8600000US11230,11230,ZCTA5 11230,86408
8600000US11231,11231,ZCTA5 11231,33336
8600000US11232,11232,ZCTA5 11232,28265
8600000US11233,11233,ZCTA5 11233,67053
8600000US11234,11234,ZCTA5 11234,87757
8600000US11235,11235,ZCTA5 11235,79132
8600000US11236,11236,ZCTA5 11236,93877
8600000US11237,11237,ZCTA5 11237,49896
8600000US11238,11238,ZCTA5 11238,49262
8600000US11239,11239,ZCTA5 11239,13393
8600000US11351,11351,ZCTA5 11351,0
8600000US11354,11354,ZCTA5 11354,54878
8600000US11355,11355,ZCTA5 11355,85871
8600000US11356,11356,ZCTA5 11356,23438
8600000US11357,11357,ZCTA5 11357,39150
8600000US11358,11358,ZCTA5 11358,37546
8600000US11359,11359,ZCTA5 11359,0
8600000US11360,11360,ZCTA5 11360,18884
8600000US11361,11361,ZCTA5 11361,28606
8600000US11362,11362,ZCTA5 11362,17823
8600000US11363,11363,ZCTA5 11363,6988
8600000US11364,11364,ZCTA5 11364,34555
8600000US11365,11365,ZCTA5 11365,42252
8600000US11366,11366,ZCTA5 11366,13532
8600000US11367,11367,ZCTA5 11367,41047
8600000US11368,11368,ZCTA5 11368,109931
8600000US11369,11369,ZCTA5 11369,38615
8600000US11370,11370,ZCTA5 11370,39688
8600000US11371,11371,ZCTA5 11371,0
8600000US11372,11372,ZCTA5 11372,66636
8600000US11373,11373,ZCTA5 11373,100820
8600000US11374,11374,ZCTA5 11374,43600
8600000US11375,11375,ZCTA5 11375,68733
8600000US11377,11377,ZCTA5 11377,89830
8600000US11378,11378,ZCTA5 11378,34981
8600000US11379,11379,ZCTA5 11379,34821
8600000US11385,11385,ZCTA5 11385,98592
8600000US11411,11411,ZCTA5 11411,18556
8600000US11412,11412,ZCTA5 11412,34882
8600000US11413,11413,ZCTA5 11413,38912
8600000US11414,11414,ZCTA5 11414,26148
8600000US11415,11415,ZCTA5 11415,19341
8600000US11416,11416,ZCTA5 11416,24861
8600000US11417,11417,ZCTA5 11417,28967
8600000US11418,11418,ZCTA5 11418,36256
8600000US11419,11419,ZCTA5 11419,47211
8600000US11420,11420,ZCTA5 11420,44354
8600000US11421,11421,ZCTA5 11421,39127
8600000US11422,11422,ZCTA5 11422,30425
8600000US11423,11423,ZCTA5 11423,29987
8600000US11424,11424,ZCTA5 11424,0
8600000US11425,11425,ZCTA5 11425,0
8600000US11426,11426,ZCTA5 11426,17590
8600000US11427,11427,ZCTA5 11427,23593
8600000US11428,11428,ZCTA5 11428,19168
8600000US11429,11429,ZCTA5 11429,25105
8600000US11430,11430,ZCTA5 11430,184
8600000US11432,11432,ZCTA5 11432,60809
8600000US11433,11433,ZCTA5 11433,32687
8600000US11434,11434,ZCTA5 11434,59129
8600000US11435,11435,ZCTA5 11435,53687
8600000US11436,11436,ZCTA5 11436,17949
8600000US11451,11451,ZCTA5 11451,0
8600000US11501,11501,ZCTA5 11501,19148
8600000US11507,11507,ZCTA5 11507,7406
8600000US11509,11509,ZCTA5 11509,2653
8600000US11510,11510,ZCTA5 11510,33048
8600000US11514,11514,ZCTA5 11514,4673
8600000US11516,11516,ZCTA5 11516,7556
8600000US11518,11518,ZCTA5 11518,10549
8600000US11520,11520,ZCTA5 11520,43341
8600000US11530,11530,ZCTA5 11530,27273
8600000US11542,11542,ZCTA5 11542,27633
8600000US11545,11545,ZCTA5 11545,12065
8600000US11547,11547,ZCTA5 11547,793
8600000US11548,11548,ZCTA5 11548,2780
8600000US11549,11549,ZCTA5 11549,2922
8600000US11550,11550,ZCTA5 11550,56435
8600000US11552,11552,ZCTA5 11552,23616
8600000US11553,11553,ZCTA5 11553,26034
8600000US11554,11554,ZCTA5 11554,38132
8600000US11556,11556,ZCTA5 11556,17
8600000US11557,11557,ZCTA5 11557,7823
8600000US11558,11558,ZCTA5 11558,8370
8600000US11559,11559,ZCTA5 11559,8176
8600000US11560,11560,ZCTA5 11560,6464
8600000US11561,11561,ZCTA5 11561,37280
8600000US11563,11563,ZCTA5 11563,22666
8600000US11565,11565,ZCTA5 11565,8690
8600000US11566,11566,ZCTA5 11566,35321
8600000US11568,11568,ZCTA5 11568,4555
8600000US11569,11569,ZCTA5 11569,1398
8600000US11570,11570,ZCTA5 11570,26646
8600000US11572,11572,ZCTA5 11572,30574
8600000US11575,11575,ZCTA5 11575,16272
8600000US11576,11576,ZCTA5 11576,12366
8600000US11577,11577,ZCTA5 11577,12337
8600000US11579,11579,ZCTA5 11579,5055
8600000US11580,11580,ZCTA5 11580,40113
8600000US11581,11581,ZCTA5 11581,20844
8600000US11590,11590,ZCTA5 11590,45768
8600000US11596,11596,ZCTA5 11596,10480
8600000US11598,11598,ZCTA5 11598,13328
8600000US11691,11691,ZCTA5 11691,60035
8600000US11692,11692,ZCTA5 11692,18540
8600000US11693,11693,ZCTA5 11693,11916
8600000US11694,11694,ZCTA5 11694,20408
8600000US11697,11697,ZCTA5 11697,4079
8600000US11701,11701,ZCTA5 11701,27109
8600000US11702,11702,ZCTA5 11702,14498
8600000US11703,11703,ZCTA5 11703,16415
8600000US11704,11704,ZCTA5 11704,40222
8600000US11705,11705,ZCTA5 11705,8030
8600000US11706,11706,ZCTA5 11706,62543
8600000US11709,11709,ZCTA5 11709,6669
8600000US11710,11710,ZCTA5 11710,34496
8600000US11713,11713,ZCTA5 11713,10401
8600000US11714,11714,ZCTA5 11714,22658
8600000US11715,11715,ZCTA5 11715,4752
8600000US11716,11716,ZCTA5 11716,10700
8600000US11717,11717,ZCTA5 11717,60745
8600000US11718,11718,ZCTA5 11718,3103
8600000US11719,11719,ZCTA5 11719,3589
8600000US11720,11720,ZCTA5 11720,29189
8600000US11721,11721,ZCTA5 11721,6292
8600000US11722,11722,ZCTA5 11722,35177
8600000US11724,11724,ZCTA5 11724,3220
8600000US11725,11725,ZCTA5 11725,29150
8600000US11726,11726,ZCTA5 11726,19857
8600000US11727,11727,ZCTA5 11727,29030
8600000US11729,11729,ZCTA5 11729,28032
8600000US11730,11730,ZCTA5 11730,14712
8600000US11731,11731,ZCTA5 11731,30184
8600000US11732,11732,ZCTA5 11732,3430
8600000US11733,11733,ZCTA5 11733,18949
8600000US11735,11735,ZCTA5 11735,32098
8600000US11738,11738,ZCTA5 11738,17638
8600000US11739,11739,ZCTA5 11739,1223
8600000US11740,11740,ZCTA5 11740,9454
8600000US11741,11741,ZCTA5 11741,27655
8600000US11742,11742,ZCTA5 11742,13261
8600000US11743,11743,ZCTA5 11743,42230
8600000US11746,11746,ZCTA5 11746,67094
8600000US11747,11747,ZCTA5 11747,19803
8600000US11749,11749,ZCTA5 11749,3345
8600000US11751,11751,ZCTA5 11751,14961
8600000US11752,11752,ZCTA5 11752,9531
8600000US11753,11753,ZCTA5 11753,12014
8600000US11754,11754,ZCTA5 11754,18958
8600000US11755,11755,ZCTA5 11755,12387
8600000US11756,11756,ZCTA5 11756,42791
8600000US11757,11757,ZCTA5 11757,45700
8600000US11758,11758,ZCTA5 11758,53804
8600000US11762,11762,ZCTA5 11762,22360
8600000US11763,11763,ZCTA5 11763,28506
8600000US11764,11764,ZCTA5 11764,13200
8600000US11765,11765,ZCTA5 11765,737
8600000US11766,11766,ZCTA5 11766,12635
8600000US11767,11767,ZCTA5 11767,14530
8600000US11768,11768,ZCTA5 11768,21902
8600000US11769,11769,ZCTA5 11769,9506
8600000US11770,11770,ZCTA5 11770,137
8600000US11771,11771,ZCTA5 11771,10007
8600000US11772,11772,ZCTA5 11772,44837
8600000US11776,11776,ZCTA5 11776,24235
8600000US11777,11777,ZCTA5 11777,8968
8600000US11778,11778,ZCTA5 11778,12709
8600000US11779,11779,ZCTA5 11779,38421
8600000US11780,11780,ZCTA5 11780,15524
8600000US11782,11782,ZCTA5 11782,15814
8600000US11783,11783,ZCTA5 11783,21288
8600000US11784,11784,ZCTA5 11784,24655
8600000US11786,11786,ZCTA5 11786,6344
8600000US11787,11787,ZCTA5 11787,35772
8600000US11788,11788,ZCTA5 11788,16821
8600000US11789,11789,ZCTA5 11789,7895
8600000US11790,11790,ZCTA5 11790,18511
8600000US11791,11791,ZCTA5 11791,25076
8600000US11792,11792,ZCTA5 11792,8523
8600000US11793,11793,ZCTA5 11793,32298
8600000US11794,11794,ZCTA5 11794,3165
8600000US11795,11795,ZCTA5 11795,26030
8600000US11796,11796,ZCTA5 11796,4056
8600000US11797,11797,ZCTA5 11797,9041
8600000US11798,11798,ZCTA5 11798,15347
8600000US11801,11801,ZCTA5 11801,39553
8600000US11803,11803,ZCTA5 11803,28127
8600000US11804,11804,ZCTA5 11804,5010
8600000US11901,11901,ZCTA5 11901,27172
8600000US11930,11930,ZCTA5 11930,1343
8600000US11931,11931,ZCTA5 11931,151
8600000US11932,11932,ZCTA5 11932,1398
8600000US11933,11933,ZCTA5 11933,6844
8600000US11934,11934,ZCTA5 11934,7263
8600000US11935,11935,ZCTA5 11935,3304
8600000US11937,11937,ZCTA5 11937,15398
8600000US11939,11939,ZCTA5 11939,926
8600000US11940,11940,ZCTA5 11940,5210
8600000US11941,11941,ZCTA5 11941,1986
8600000US11942,11942,ZCTA5 11942,4603
8600000US11944,11944,ZCTA5 11944,4299
8600000US11946,11946,ZCTA5 11946,14068
8600000US11947,11947,ZCTA5 11947,416
8600000US11948,11948,ZCTA5 11948,1123
8600000US11949,11949,ZCTA5 11949,14573
8600000US11950,11950,ZCTA5 11950,16268
8600000US11951,11951,ZCTA5 11951,13680
8600000US11952,11952,ZCTA5 11952,4637
8600000US11953,11953,ZCTA5 11953,13553
8600000US11954,11954,ZCTA5 11954,3326
8600000US11955,11955,ZCTA5 11955,3285
8600000US11956,11956,ZCTA5 11956,349
8600000US11957,11957,ZCTA5 11957,743
8600000US11958,11958,ZCTA5 11958,635
8600000US11959,11959,ZCTA5 11959,939
8600000US11960,11960,ZCTA5 11960,1084
8600000US11961,11961,ZCTA5 11961,12834
8600000US11962,11962,ZCTA5 11962,494
8600000US11963,11963,ZCTA5 11963,6622
8600000US11964,11964,ZCTA5 11964,1858
8600000US11965,11965,ZCTA5 11965,534
8600000US11967,11967,ZCTA5 11967,26583
8600000US11968,11968,ZCTA5 11968,11593
8600000US11970,11970,ZCTA5 11970,522
8600000US11971,11971,ZCTA5 11971,5818
8600000US11972,11972,ZCTA5 11972,1321
8600000US11973,11973,ZCTA5 11973,9
8600000US11975,11975,ZCTA5 11975,408
8600000US11976,11976,ZCTA5 11976,1565
8600000US11977,11977,ZCTA5 11977,2467
8600000US11978,11978,ZCTA5 11978,3255
8600000US11980,11980,ZCTA5 11980,4990
8600000US12007,12007,ZCTA5 12007,60
8600000US12008,12008,ZCTA5 12008,497
8600000US12009,12009,ZCTA5 12009,7164
8600000US12010,12010,ZCTA5 12010,28937
8600000US12015,12015,ZCTA5 12015,3010
8600000US12017,12017,ZCTA5 12017,435
8600000US12018,12018,ZCTA5 12018,7930
8600000US12019,12019,ZCTA5 12019,14740
8600000US12020,12020,ZCTA5 12020,31192
8600000US12022,12022,ZCTA5 12022,929
8600000US12023,12023,ZCTA5 12023,2196
8600000US12024,12024,ZCTA5 12024,31
8600000US12025,12025,ZCTA5 12025,5505
8600000US12027,12027,ZCTA5 12027,3882
8600000US12028,12028,ZCTA5 12028,1172
8600000US12029,12029,ZCTA5 12029,1113
8600000US12031,12031,ZCTA5 12031,175
8600000US12032,12032,ZCTA5 12032,836
8600000US12033,12033,ZCTA5 12033,7851
8600000US12035,12035,ZCTA5 12035,802
8600000US12036,12036,ZCTA5 12036,228
8600000US12037,12037,ZCTA5 12037,4015
8600000US12040,12040,ZCTA5 12040,113
8600000US12041,12041,ZCTA5 12041,481
8600000US12042,12042,ZCTA5 12042,271
8600000US12043,12043,ZCTA5 12043,8509
8600000US12045,12045,ZCTA5 12045,584
8600000US12046,12046,ZCTA5 12046,817
8600000US12047,12047,ZCTA5 12047,19664
8600000US12051,12051,ZCTA5 12051,7070
8600000US12052,12052,ZCTA5 12052,1568
8600000US12053,12053,ZCTA5 12053,4587
8600000US12054,12054,ZCTA5 12054,16918
8600000US12056,12056,ZCTA5 12056,2310
8600000US12057,12057,ZCTA5 12057,1835
8600000US12058,12058,ZCTA5 12058,1445
8600000US12059,12059,ZCTA5 12059,1632
8600000US12060,12060,ZCTA5 12060,1507
8600000US12061,12061,ZCTA5 12061,9050
8600000US12062,12062,ZCTA5 12062,1776
8600000US12063,12063,ZCTA5 12063,444
8600000US12064,12064,ZCTA5 12064,563
8600000US12065,12065,ZCTA5 12065,41776
8600000US12066,12066,ZCTA5 12066,2143
8600000US12067,12067,ZCTA5 12067,1506
8600000US12068,12068,ZCTA5 12068,3201
8600000US12069,12069,ZCTA5 12069,256
8600000US12070,12070,ZCTA5 12070,1410
8600000US12071,12071,ZCTA5 12071,270
8600000US12072,12072,ZCTA5 12072,2890
8600000US12074,12074,ZCTA5 12074,2963
8600000US12075,12075,ZCTA5 12075,3418
8600000US12076,12076,ZCTA5 12076,1500
8600000US12077,12077,ZCTA5 12077,6246
8600000US12078,12078,ZCTA5 12078,23773
8600000US12083,12083,ZCTA5 12083,3795
8600000US12084,12084,ZCTA5 12084,4271
8600000US12085,12085,ZCTA5 12085,479
8600000US12086,12086,ZCTA5 12086,1865
8600000US12087,12087,ZCTA5 12087,1073
8600000US12089,12089,ZCTA5 12089,69
8600000US12090,12090,ZCTA5 12090,6262
8600000US12092,12092,ZCTA5 12092,1304
8600000US12093,12093,ZCTA5 12093,1666
8600000US12094,12094,ZCTA5 12094,2268
8600000US12095,12095,ZCTA5 12095,12606
8600000US12106,12106,ZCTA5 12106,2193
8600000US12108,12108,ZCTA5 12108,416
8600000US12110,12110,ZCTA5 12110,21908
8600000US12115,12115,ZCTA5 12115,189
8600000US12116,12116,ZCTA5 12116,1920
8600000US12117,12117,ZCTA5 12117,3256
8600000US12118,12118,ZCTA5 12118,13897
8600000US12120,12120,ZCTA5 12120,613
8600000US12121,12121,ZCTA5 12121,1916
8600000US12122,12122,ZCTA5 12122,4582
8600000US12123,12123,ZCTA5 12123,5124
8600000US12124,12124,ZCTA5 12124,606
8600000US12125,12125,ZCTA5 12125,1373
8600000US12130,12130,ZCTA5 12130,987
8600000US12131,12131,ZCTA5 12131,115
8600000US12132,12132,ZCTA5 12132,338
8600000US12134,12134,ZCTA5 12134,3516
