text,userId,stars,restaurant
"5 stars for this place based on price/value and friendliness.  Veggies here are so cheap comparatively and are of equal or better quality than most other places in the neighborhood.  Of course, Whole Foods' organic and exotic fruit selection can trump this place, but that is a different, high-end ball game.  Bring your fruit selection skills and you will eat well, inexpensively.",6fsfeYpgsnEOY8P1V9WMqw,5,To The World Farm
Cheap prices. Fresh produce and wide selection of fruits/veggies. 3 min bike ride from my apt. YES.  I will be buying a many things - ruining them in my learning how to cook attempts (my pasta with zucchini was a mini disaster) BUT at least they won't break the bank.,BYvjvN7Wgxbhd9ZvDRIlUg,5,To The World Farm
"This place is great! VERY friendly staff, great prices, and great produce. They do not carry organic products regularly, however, which is understandable given the neighborhood. The owners must pay a lot of attention to the quality of the produce, buying things in-season so the flavors are at their best. I recommend paying with cash as well, this seems like the most efficient way through the line.",lZsALT-ZHBUHyXtICVOb2A,5,To The World Farm
"Super super friendly staff. Great prices, really good selection for Brooklyn. Been keeping my grocery list healthy and cheap for 2 years and I love them for that.",p_TlU44BwBzS29BeqjujdA,5,To The World Farm
"I'm new to the neighborhood and this place is awesome. Super cheap, and the girl at the checkout says all the prices of everything clearly- not that it would matter because everything's super cheap. Good quality produce, and you can get older or bruised stuff packaged up even cheaper in a small section in the back. They have everything. And a cute cat to boot!",qMLiQrGlMlPqR9eeLJsA4w,5,To The World Farm
"Cheap, fresh veg; wonderfully friendly people. half the price of buying veg at an overpriced health food deli. They have a huge selection, including fresh herbs ($1 for fresh lemongrass, basil, rosemary, mint, 4 or 5 others), 5 kinds of bulk mushrooms, korean sweet potatoes, 10-12 different kinds of greens, etc.",La3eyIIp7iuTaLfIfMvwmg,5,To The World Farm
Great little grocer when it comes to produce.,8RcEwGrFIgkt9WQ35E6SnQ,5,To The World Farm
"Best grocery store for fresh produce in the area, excellent customer service and you cannot beat their prices &amp; quality for fresh juice!!!",bx7bCjbkeVx1kgnaW5xL2A,5,To The World Farm
Everything is super fresh and the everyone working here are very helpful. Really recommend the fresh juices. Plus you cant beat the prices here. super cheap.,16BMtkE8CAjV_AXfJyI4vg,5,To The World Farm
"What more can you ask for, very affordable fresh fruits, vegetables and herbs....<br><br>The staff is incredibly helpful and friendly...",PzHr2Dv4IMpUIQ7X8lKu-w,5,To The World Farm
"Great place nice people. They have good juice, cheap produce. They all speak Spanish which is bueno for me.",etqPZO8uHNBUIE2Pv6pWmg,5,To The World Farm
"Great produce, great prices, great people. Have a little juice bar which is great to grab on the go.  Highly recommend that you stop by!  <br><br>it is small however so you won't have a huge selection to choose from but what they have is very fresh and well priced",L0FopEHRvcV2TfFXdPynlA,5,To The World Farm
Their juices are delicious and well prepared in front of you. Typical freshies &amp; herbs . Pineapples kinda over ripe but doable at a moments notice. Nice place to try out. I will be back when in the area for sure.,X1hsQqbL5YQlClmWOnktAA,4,To The World Farm
"This place is really perfect! Produce at affordable prices and great quality! They also have a juice bar where they will juice whatever you'd like, and the price is by cup size rather than what goes in it. Definitely a gem!",WpEdypbKppaSwAv8yKM7zg,5,To The World Farm
"I now always buy produce here. <br>Good selection, good prices (have gotten a little more expensive in the last year but then again this is Williamsburg) and a helpful, friendly atmosphere. <br>Not organic, but then again not waxy supermarket produce. <br>I like how it feels like a semi-indoor farmers market too. There's no room to move around but that's ok because it's a neighborhood spot, and everyone shopping respects that about this place.<br>I definitely recommend shopping here!",MxZKXnVBYu9QWVdxsNkhVA,4,To The World Farm
"inexpensive, great for a lot of last minute items you forgot to buy at your usual grocery store (fruits/veggies, spices, snacks), and really amazing prices for fresh juices and wheatgrass. customer service also always very friendly. let's please keep this place in business.",CcntZ9Udh1W73Jwae8_6Kw,5,To The World Farm
"I love this place. They have a wide selection of fresh fruits and vegetables that are available all year round. They have great prices, so you can get more for your dollar compared to the grocery stores in the area. <br><br>The people who run the store are very helpful and kind. My only issue with the store is that it's very small and cramped and the aisles are extremely narrow. But I'll deal with squeezing through the aisles for the cheapest and freshest produce in the area.",aeUjcYGDXTyud3DAATJWTQ,5,To The World Farm
Nice fruit store with wide variety of fruits and vegetables.,lhaMqw9evH_D3SDVdI9s8Q,4,To The World Farm
"Best priced produce in Williamsburg with a friendly staff. A lot of variety, I'm never unsatisfied.",88uMTKsdJVPB3pClD9Y0zg,5,To The World Farm
"Good produce at good prices and that sums it up.  The staff are nice and they have a huge variety, much more than other places in the area.  Also they have some asian items that you can't find anywhere in the area. Well worth the walk to get there, walk right past the super market and it's right there.  I always come away with something delicious that I did not intend on getting.",ucP2NOBCT5j-q1X1NBFXvQ,4,To The World Farm
"They have everything! Fresh herbs, Korean sweet potatoes, Korean peppers, leafy greens, variety of mushrooms, tofu, fresh fruit, and the list goes on! Very clean and organized. The staff is super friendly and attentive! Not your typical grocery store. What a gem!!!",UX9gSCq5SOVjGB9pKrd_HA,5,To The World Farm
"Great fresh produce, great prices. Also, corn tortillas that we're made on the same street for $1.40? Beautiful.<br><br>Also, friendly service as usual. Love this place.",iBlkvjh0R-704pAN3al_lg,5,To The World Farm
"So much food.  So cheap.  So fresh.  Please go here.  $25 = lettuce, blueberries, strawberries, grapes, 3 peaches, a mango, carrots, cucumbers, potatoes, plums, an avocado, a tomato, a quarter watermelon, and tortilla chips.  So much food for so little, especially for New York!",CXmoa4xbx08ncDy74btgIg,5,To The World Farm
"This market is unbelievable and I would encourage anyone who appreciates fresh produce, excellent service, and stretching their dollar further to join the ranks of the regulars. I'm going to jump on the shopping list bandwagon and let you all know what I got for $25: six bunches of miscellaneous greens, two large cucumbers, two blocks of tofu, a bottle of apple cider vinegar, a wedge of cheese, two large cucumbers, two red bell peppers, a punnet of blueberries, a pound of cherries, a bunch of celery, a bunch of spring onions and five limes. It's a brilliant, family-run business and it's very deserving of your patronage! Reward yourself by paying To the World Farm a visit.",-6AQZqWU9bJdaGkYOX89xA,5,To The World Farm
"Don't believe the reviews? 4 bunches of kale, 2 spinach, 5 carrots, 4 beets, 3 apples, parsley, mint, 2 cucumbers, 3 peaches, half a melon, and celery = $20. Yep, twenty bucks. Make the trip. Definitely worth it.",TOTEJfWZp69RFhGOPSvOpA,5,To The World Farm
The ONLY place to get fresh produce in East Williamsburg. Much cheaper than Key or Associated - worth walking that extra block.,3a53mqdG9xEedE84u1AigA,5,To The World Farm
"This place is just phenomenal. Super fresh, super cheap produce. I've walked out with two completely full grocery bags of fresh fruits and veggies for under $20. Raspberries/blackberries are often $1.99 for a container that goes for $4.99 at my local supermarket. Selection is also great, they stock everything from fresh mangos to fresh tarragon. <br><br>The people working there are also really friendly and helpful. There's even a juice bar where you can order juice and watch them make it fresh. A real neighborhood gem!",CHA5zG0vvDJi6dzVMImZxQ,5,To The World Farm
"Ok I had high expectations... And they were somewhat met. I was extremely excited and drove 20 minutes out to do some grocery shopping and get some juice after a day at the gym. The prices are pretty good but I guess I'm just really blessed to live in Queens because they were still pretty steep. <br><br>However, they won me over with their amazing customer service, overall pleasant attitude and smiles, and also their selection. Kaffir leaves? Thai basil? Home made ricotta? That was awesome and definitely worth the buy if I needed it. <br><br>The juice bar on the other hand is super awesome and worth the $4.00 for the 16oz drink. I had a hard time choosing from the pre-written menu but thanks to a fellow customer in front of me, I found out that you can customize your drinks!!! (As long as your reasonable). So I got the summer mojito and added some kiwi and bam I was sold. <br><br>I'll be coming here solely for the juice if need be: refreshing and reasonably priced, what else can you ask for!",-_zMvzERW9bt3wY-BXGfIA,5,To The World Farm
"I am obsessed with this place! The day they opened their juice bar was one of the best days! I love that I can go here and find the freshest produce at the best prices, and get a fresh juice with prices that are less than half of what I'd pay anywhere else! And they're far more customizable and made with care than anywhere else!",W7tyItw7u--IuhNr8yfTtA,5,To The World Farm
"My favorite escape in this neighborhood! The friendliness of the staff, the prices, the quality, and not to mention, the cats! I adore this place. The juice is also excellent.",60-Dl3MVG5O_eme7mluEWA,5,To The World Farm
"Love this place! Great prices, fresh, varied produce and the guy who works here is SOOOOOO nice !!! He always makes great conversation and has incredible energy",PoxoEhrOzWRwMVHB353HcA,5,To The World Farm
A very happy place with happy people and happy veggies. I wish they also sell other stuff other than veggies and fruits! So I can buy happy beef and happy fish also hahahaha,dmhBNu5XWbffrL1hiCO-tw,5,To The World Farm
"This awesome market has a lot of variety and I was super excited to walk in and check everything out. The guy who helped me answered all my questions and even inquired if I was new to the neighborhood, which I said yes, and proceeded to offer me a complimentary juice as a welcome gift. I will definitely be returning as a frequent customer!",RzHeGemieN0x7_SoXLOC_g,5,To The World Farm
"Inexpensive, wide selection, and cats.<br><br>What more could you possibly want in a basic grocery store?<br><br>Fresh juice for $5. Least expensive price I've seen in the area. Highly recommend this place for your groceries. Side note: they do close relatively early, that is the one downside. I believe they are open weeknight til 7:30-8.",63RMC0LxibWFTlHOGgseGw,5,To The World Farm
"Very reasonably priced produce and a super helpful and good-natured staff. This place really exemplifies why mom and pop grocery stores deserve our business over big impersonal supermarkets. Such a difference from the local supermarkets where produce is a rip-off, there is no one to help you and the check out girl growls at you. I always feel great walking out of this store.<br><br>This place is 10 blocks from my house but I always go out of my way to come here. I recommend this place to everyone.",j9VCSw8r-vSqB6gw0XURDQ,5,To The World Farm
"**THEY EXTENDED THEIR SUNDAY CLOSING HOURS TO 7:30PM**<br><br>came in based on reviews and was NOT disappointed. Long story short I got TONSSS (4 grapefruits, 6 lemons, bundle of spinach, 6 oranges, garlic, 8 beets, basil, celery...) of stuff for $21.......coming here every weekend moving forward.",QYHHItleY0NluRMklsTjgA,5,To The World Farm
This place is a little slice of heaven! Amazing service and an incredible selection of very fresh produce.,r8vpXebFkiApCVE2fDBKog,5,To The World Farm
"Excellent fresh produce, very nice staff, UNBELIEVABLY inexpensive!  Definitely check this place out!",RZxdDCu4QhaSNZ_n8bjrOw,5,To The World Farm
"My all time favorite produce market. The staff is very friendly, the juices are delicious, the produce is good and incredibly cheap. Not to mention it's one of the best places to cat watch in NYC.",yeYt58hVJNImJZ19bp_H_Q,5,To The World Farm
"Great service lived everything about it, no compaints at all",w42f7o8WHw3T8sq8PNpWAg,5,To The World Farm
"I just wanted to update my review to add that this has become my favorite grocery store in the neighborhood; I go 20 minutes out of my way to buy groceries here because the selection, service, and prices are great. The last time I went to buy ingredients for Thai coconut soup I discovered that they carry kaffir lime leaves, lemongrass, and Thai basil. A+",B11Fen2scphrFJr3-N-JKg,5,To The World Farm
This place is the shit. $5.50 for 24 oz green juice made by friendly happy peeps and 2 cats,lmPGgyyBJZOOVXQShzWgFg,5,To The World Farm
"Phenomenal produce place with a great juice bar. EVERYTHING here is SO cheap for the area. It's a lifesaver. I'll come in here once a week and spend about $25 on all the produce for the week... probably would cost $40 at a similar grocery or a corner store in my neighborhood.<br><br>In fact I make a special subway trip here because I can't fathom supporting any other business as price gouging is what it is in Williamsburg. <br><br>As well as having consistently great quality and great-priced produce, the owners are SUPER friendly and warm and welcoming. Asian immigrants are known as being hard-working for good reason, but it's not every day you see a group of people entrepreneurial enough to learn a THIRD language (Spanish) to communicate with their clientele (the neighborhood, though increasingly gentrified, was Latino for decades before it became the zoo it is now). There's nothing cuter than seeing the store owner, a 50-YO woman who I believe is Korean, chirping away in Spanish with an older Puerto Ricana! Warms my heart, seriously.<br><br>Juicebar reco: watermelon / cucumber / mint / ginger / THAT'S IT<br><br>Thank you To the World Farm for saving my wallet and stocking my kitchen!",-i1lT5CQIwQp_ui00sX1TQ,5,To The World Farm
"Very very happy to add another 5-star review for this place!<br>I discovered this place today on my way out the house, and I'm so glad I found it! I was lured in by the cheap prices and amazing looking fruit, and ended up buying enough groceries to last me all week for under $20. The selection is unbeatable and the cheap prices seem too good to be true. They have everything you can think of, more, and to top it all off the staff is extremely happy and kind. A big container of homemade kimchi for $3. Tofu by the lb. Fresh fresh produce all around.<br><br>I could individually distinguish the taste of all the fruits and vegetables in my freshly squeezed $4 juice, and I had a lovely chat with the lady while she made it. Amazing.",uotPtu948VALXSIlqTdUlQ,5,To The World Farm
"There's always a long line for the juices here but they're so worth the wait. They're cheap, cups are large and if they make a little extra you're encouraged to take a sip from your cup so that you can have the remainder. Oh, and the staff here are super friendly! Third time here this week..keep my juices coming! :)",GzjO23BRWh88VmWhePVBLw,4,To The World Farm
"I'm happy to add another 5-star review to this neighborhood gem.<br><br>As others have already mentioned, unbeatable prices, super friendly/informative staff and a pleasant shopping experience all around. Feels like a real farmer's market. The two store kitties are also really beautiful and friendly. What's not to like about this spot?!?",WFcYRijFhs1fjqD_s7DLVQ,5,To The World Farm
