,UserID,ISBN,BookRating
1918,277427,1400034779,0
1957,277434,0312144075,0
1968,277439,0385504209,0
1974,277439,0671038443,0
1978,277453,0385722206,0
1988,277466,042516098X,0
1989,277466,0425175405,0
1990,277466,044022165X,0
1992,277466,0446612790,0
1994,277466,0449221512,0
1995,277466,051512219X,0
2000,277466,0671003755,0
2048,277478,0345334531,0
2054,277478,0345443284,0
2056,277478,0373244487,0
2084,277478,0425146413,0
2086,277478,0425161242,0
2087,277478,0425169863,0
2098,277478,0440225701,0
2099,277478,0440234743,0
2107,277478,0446607657,0
2114,277478,0449907481,0
2139,277478,0553579606,0
2140,277478,0553579754,0
2141,277478,0553580191,0
2148,277478,0671003755,0
2158,277478,0671888587,0
2170,277478,0786868716,0
2188,277478,0971880107,0
2240,277513,0070212570,0
2242,277513,0399143947,0
2279,277525,0440241073,0
2292,277530,0971880107,0
2308,277554,0449907481,0
2335,277563,0743418174,0
2348,277569,0345447867,0
2349,277569,0385511612,0
2352,277575,0061015725,0
2366,277589,0385504209,0
2404,277629,0345391055,0
2449,277639,0345391055,0
2487,277639,0373825013,0
2521,277639,0425133540,0
2525,277639,0425161242,0
2535,277639,0440204194,0
2539,277639,0440213525,0
2542,277639,0440222656,0
2551,277639,0446359866,0
2554,277639,0446611212,0
2555,277639,0446612790,0
2579,277639,0451170385,0
2618,277639,0553582755,0
2619,277639,0553586122,0
2645,277639,0671004565,0
2733,277681,0679781587,0
2767,277710,0345441036,0
2788,277711,0452264464,0
2836,277744,0449005615,0
2869,277775,076790592X,0
2881,277790,0064400557,0
2897,277812,0345339681,0
2901,277816,0060915544,0
2919,277838,0440414806,0
2978,277888,067976402X,0
3013,277915,0451163966,0
3038,277923,0375725784,0
3050,277928,0375400117,0
3057,277928,038542471X,0
3061,277928,0446532231,0
3069,277928,0670880728,0
3070,277928,0670892963,0
3072,277928,0679429220,0
3123,277932,0971880107,0
3127,277937,0312195516,0
3164,277945,051513628X,0
3173,277954,0312952716,0
3175,277954,0425147517,0
3199,277962,014029628X,0
3203,277962,0451169530,0
3212,277965,0316666343,0
3214,277965,0345353145,0
3219,277965,0345391055,0
3220,277965,0345402871,0
3221,277965,034540288X,0
3287,277984,0425153975,0
3291,277984,0446603589,0
3305,277987,0385503857,0
3320,278002,0373825013,0
3325,278002,044651652X,0
3360,278014,044022165X,0
3367,278019,0446610038,0
3375,278022,0440439884,0
3376,278023,0449003795,0
3389,278026,0345447867,0
3398,278026,0425153975,0
3453,278044,0345441133,0
3523,278104,0804111359,0
3525,278106,0375702709,0
3532,278112,0312924801,0
3556,278137,0312195516,0
3598,278137,044022165X,0
3600,278137,0440235596,0
3609,278137,0446527793,0
3628,278137,0671003755,0
3633,278137,0671568175,0
3635,278137,0671673688,0
3643,278137,0671867091,0
3644,278137,0671888587,0
3661,278137,0971880107,0
3686,278144,0060930535,0
3701,278144,0385490445,0
3704,278144,0399146253,0
3710,278144,0399150897,0
3713,278144,0425147584,0
3715,278144,044022103X,0
3716,278144,0440234743,0
3723,278144,0446605239,0
3748,278144,068484477X,0
3750,278144,0743206045,0
3771,278158,0451524934,0
3802,278188,0316601950,0
3810,278188,0345439104,0
3847,278188,042510107X,0
3855,278188,0425180964,0
3874,278188,0446608955,0
3878,278188,0449134482,0
3887,278188,051512219X,0
3900,278188,0553569031,0
3996,278194,0373218036,0
3998,278194,0375725784,0
4004,278194,0425152251,0
4036,278202,0446527165,0
4056,278212,0688170528,0
4074,278221,0060930535,0
4083,278221,0446612790,0
4085,278221,0515132020,0
4118,278227,0446604666,0
4152,278255,1878424319,0
4155,278257,039592720X,0
4156,278257,0446604666,0
4195,278314,0743224574,0
4208,278342,0425184226,0
4267,278356,059035342X,0
4286,278361,0671004565,0
4293,278373,0971880107,0
4358,278418,006016848X,0
4437,278418,006109921X,0
4444,278418,0064400557,0
4496,278418,0140177396,0
4498,278418,0140244824,0
4499,278418,014025448X,0
4955,278418,0312974256,0
4997,278418,0345313860,0
5028,278418,0345384350,0
5031,278418,034538475X,0
5034,278418,0345391055,0
5037,278418,0345422317,0
5701,278418,0373484003,0
5817,278418,0373825013,0
5838,278418,0375702709,0
5839,278418,0375703055,0
5840,278418,0375706410,0
5841,278418,0375725784,0
5855,278418,0380002930,0
5862,278418,0380018179,0
5916,278418,0380789035,0
5942,278418,0385265700,0
5955,278418,0385420161,0
5962,278418,038549081X,0
5963,278418,0385490992,0
5967,278418,0385722206,0
6145,278418,0425116840,0
6156,278418,042513699X,0
6159,278418,0425145638,0
6163,278418,0425151867,0
6165,278418,0425155404,0
6166,278418,0425157539,0
6167,278418,0425158632,0
6176,278418,0425170349,0
6185,278418,0425183971,0
6353,278418,044021145X,0
6355,278418,0440211727,0
6368,278418,0440220602,0
6369,278418,0440222656,0
6373,278418,0440224594,0
6377,278418,0440225701,0
6378,278418,0440226430,0
6382,278418,0440235596,0
6384,278418,0440236673,0
6387,278418,044023722X,0
6415,278418,0440439884,0
6454,278418,0440940001,0
6499,278418,0446364193,0
6510,278418,044651652X,0
6518,278418,0446523569,0
6535,278418,0446604844,0
6536,278418,0446605239,0
6540,278418,0446608955,0
6632,278418,0451153553,0
6634,278418,0451156609,0
6635,278418,0451160525,0
6640,278418,0451169530,0
6642,278418,0451172817,0
6645,278418,0451176464,0
6648,278418,0451177096,0
6656,278418,0451183665,0
6657,278418,0451184963,0
6691,278418,0451526503,0
6697,278418,0452264464,0
6739,278418,051512608X,0
6740,278418,0515126772,0
6742,278418,0515127833,0
6744,278418,0515128546,0
6750,278418,0515132136,0
6858,278418,0553208845,0
6861,278418,0553211404,0
6882,278418,0553268880,0
6886,278418,0553272535,0
6887,278418,0553274295,0
6893,278418,0553280414,0
6944,278418,055356451X,0
6966,278418,0553573136,0
6971,278418,0553579754,0
6972,278418,0553580221,0
6975,278418,0553582658,0
7507,278418,0671002481,0
7521,278418,0671014919,0
7532,278418,0671024248,0
7562,278418,0671525743,0
7671,278418,0671758896,0
7687,278418,0671867113,0
7699,278418,0671886665,0
7733,278418,0679720200,0
7929,278418,0743460529,0
8007,278418,0786817070,0
8111,278418,0812570944,0
8576,278418,1559029838,0
8876,278431,0446608262,0
8923,278503,1400034779,0
8925,278506,0385490992,0
8935,278506,1576737330,0
8938,278514,0971880107,0
8965,278528,0375412530,0
8983,278535,0375726403,0
8992,278535,0425174271,0
8993,278535,0425175405,0
8996,278535,044022103X,0
9012,278535,0553581554,0
9033,278542,0446605409,0
9044,278545,0553582135,0
9045,278545,0671867172,0
9126,278582,0312966091,0
9127,278582,0312966970,0
9128,278582,0312971346,0
9129,278582,0312976275,0
9142,278582,0425175405,0
9179,278586,0812570944,0
9207,278633,0345439104,0
9209,278633,0375702709,0
9211,278633,0380730138,0
9216,278633,0385730586,0
9221,278633,0440224624,0
9232,278633,0452282829,0
9238,278633,0553250426,0
9250,278633,0679439382,0
9252,278633,0679746048,0
9263,278633,1558745157,0
9341,278692,0060976845,0
9361,278723,0425145638,0
9395,278771,0812550706,0
9407,278774,0425172546,0
9434,278813,0375726403,0
9438,278819,0385511612,0
9460,278843,0060976845,0
9469,278843,0316601950,0
9470,278843,0316789089,0
9478,278843,0425167313,0
9481,278843,0440224594,0
9497,278843,0684874350,0
9581,9,0440234743,0
9590,14,0971880107,0
9593,17,0312978383,0
9619,44,0425182908,0
9623,44,0842342702,0
9649,75,0140067477,0
9650,75,0345465083,0
9670,95,0679429220,0
9681,99,067976397X,0
9683,99,0786868716,0
9699,132,0743439740,0
9704,135,0671042858,0
9710,144,0425184226,0
9730,176,038572179X,0
9736,178,0553583468,0
9883,193,0971880107,0
9915,242,0971880107,0
9958,243,0156006529,0
9961,243,0316096199,0
9963,243,0316602906,0
9964,243,0316666343,0
9965,243,0316693006,0
9973,243,0345465083,0
9977,243,0375705856,0
9978,243,0375727345,0
9985,243,0385497466,0
9986,243,0385508042,0
9988,243,0385511612,0
9990,243,0385730586,0
9991,243,0425092917,0
9996,243,0440224764,0
9997,243,0440225701,0
9998,243,0440226430,0
9999,243,0440234743,0
10008,243,0446605484,0
10011,243,0446612790,0
10016,243,0452282152,0
10017,243,051512219X,0
10018,243,0515130389,0
10026,243,0671042572,0
10056,254,0060930535,0
10074,254,014028009X,0
10075,254,0140298479,0
10079,254,014100018X,0
10090,254,0312305060,0
10101,254,0316769487,0
10102,254,0316776963,0
10106,254,0345350499,0
10175,254,0375727345,0
10185,254,0380789019,0
10198,254,038542017X,0
10205,254,0425092917,0
10206,254,0425145638,0
10213,254,043935806X,0
10216,254,0440211263,0
10225,254,0441569595,0
10230,254,0446356832,0
10233,254,0446527785,0
10235,254,0446605239,0
10241,254,0451137965,0
10256,254,0452282152,0
10261,254,051512317X,0
10263,254,051513287X,0
10265,254,0553250426,0
10266,254,0553250531,0
10293,254,0671525743,0
10302,254,0679735909,0
10304,254,067976402X,0
10309,254,0684833395,0
10310,254,0684872153,0
10311,254,0684874350,0
10313,254,0743225406,0
10321,254,080410753X,0
10430,383,0060188731,0
10432,383,0142001740,0
10434,383,0312995423,0
10439,383,038542471X,0
10444,383,0515128554,0
10479,387,0671867113,0
10488,388,0316666343,0
10490,388,0440224675,0
10491,388,0440234743,0
10586,408,044021145X,0
10603,422,0316168815,0
10608,424,0375726403,0
10609,424,0385503857,0
10611,424,0440226104,0
10620,432,0671002481,0
10646,446,0060915544,0
10653,446,0312195516,0
10698,476,0671673688,0
10718,487,0385424728,0
10723,487,0449907481,0
10725,487,0515127833,0
10734,487,0971880107,0
10740,496,0553564528,0
10747,503,0060987103,0
10750,503,0312976275,0
10754,503,0380813815,0
10774,503,1573225789,0
10780,505,0345369947,0
10793,507,0060392452,0
10796,507,0060934417,0
10797,507,0060938455,0
10802,507,014029628X,0
10814,507,0312990456,0
10821,507,0345404769,0
10822,507,0345413369,0
10855,507,055356160X,0
10857,507,0553569910,0
10863,507,0553578693,0
10865,507,0553582135,0
10882,507,068484267X,0
10893,507,0743460529,0
10897,507,0786817070,0
10940,559,0060976845,0
10941,559,0446519138,0
10966,569,0971880107,0
10983,618,0142000205,0
11021,626,0971880107,0
11135,638,0743206045,0
11240,645,0449006522,0
11248,651,0316776963,0
11354,714,0786890436,0
11368,728,0385493800,0
11372,728,0425161722,0
11373,728,0440211727,0
11394,735,0440224675,0
11396,735,0440225701,0
11420,741,0312422156,0
11421,741,0312971346,0
11423,741,0345384350,0
11452,741,0425147517,0
11453,741,0425155404,0
11454,741,0425166619,0
11455,741,044022165X,0
11461,741,0515118656,0
11480,743,0312282990,0
11490,746,0449134482,0
11547,791,0345443284,0
11562,805,0312195516,0
11579,805,0553273914,0
11605,819,0446604801,0
11638,843,0449005615,0
11691,853,0380789035,0
11693,861,0060964049,0
11700,876,0345370775,0
11718,882,0060502258,0
11719,882,0060915544,0
11724,882,0070212570,0
11733,882,0312195516,0
11734,882,0312274920,0
11739,882,0345416260,0
11742,882,0373484410,0
11744,882,0375707972,0
11748,882,0380789019,0
11763,882,0440226430,0
11768,882,0446605239,0
11769,882,0446606812,0
11781,882,0515130389,0
11793,882,0553250531,0
11816,882,0671708635,0
11825,882,0684874350,0
11906,901,0971880107,0
11942,915,0380813815,0
11944,915,0385720920,0
11976,929,0440211727,0
11986,929,055321313X,0
11988,929,0553250426,0
12006,929,1573225789,0
12015,938,0385335881,0
12043,970,0971880107,0
12048,981,0553582658,0
12070,1007,0446606812,0
12162,1025,0971880107,0
12197,1069,037570504X,0
12217,1084,0140244824,0
12236,1111,0316666343,0
12242,1113,0671021001,0
12273,1129,1400034779,0
12284,1131,0156006529,0
12292,1131,0375700757,0
12297,1131,0385490445,0
12301,1131,0440224624,0
12307,1131,0449907481,0
12310,1131,0451202341,0
12320,1131,0684833395,0
12333,1140,0971880107,0
12364,1167,0060987103,0
12366,1167,0345339703,0
12377,1167,0670030643,0
12386,1170,0375703055,0
12399,1184,0425157539,0
12438,1211,0330375253,0
12455,1211,1559029838,0
12612,1303,0312990456,0
12648,1343,0971880107,0
12782,1424,0440222656,0
12783,1424,0440235162,0
12784,1424,0440236673,0
12786,1424,0446608815,0
12792,1424,0452282152,0
12815,1424,0743224574,0
12832,1424,0786868716,0
12833,1424,0786885688,0
12877,1435,0345370775,0
12881,1435,034540288X,0
12884,1435,0375400117,0
12886,1435,0380718340,0
12899,1435,0425161242,0
12900,1435,0425169863,0
12902,1435,0425180638,0
12903,1435,0425182908,0
12907,1435,0440211727,0
12908,1435,044023722X,0
12910,1435,0441172717,0
12950,1435,0688177859,0
12990,1436,0446610038,0
13032,1485,0749397543,0
13034,1485,0894805770,0
13077,1546,0743457358,0
13156,1596,0553582143,0
13167,1608,044023722X,0
13175,1608,0671510053,0
13199,1652,0804111359,0
13209,1660,0671024248,0
13213,1661,0375727132,0
13215,1661,0446607711,0
13229,1672,0394820371,0
13275,1674,0679429220,0
13307,1705,0140254544,0
13327,1725,0345350499,0
13328,1725,0441172717,0
13344,1729,0312976275,0
13345,1729,0312990456,0
13355,1733,0312971346,0
13361,1733,0345447867,0
13421,1733,0380018179,0
13545,1797,0316769487,0
13582,1812,0440224764,0
13585,1812,0553560247,0
13623,1848,0345353145,0
13625,1848,034540288X,0
13634,1848,0440211727,0
13643,1848,0451177096,0
13649,1848,0671027360,0
13651,1848,0671510053,0
13653,1848,0671758896,0
13687,1863,0971880107,0
13715,1903,0060392452,0
13757,1903,0345339703,0
13758,1903,0345339711,0
13759,1903,0345339738,0
13765,1903,0375706410,0
13772,1903,0385720920,0
13784,1903,0439064864,0
13785,1903,0439136350,0
13786,1903,0439139597,0
13787,1903,044021145X,0
13802,1903,0525947647,0
13809,1903,0671041789,0
13823,1903,0743211375,0
13827,1903,0743457358,0
13832,1903,076790396X,0
13857,1903,0971880107,0
13873,1903,1592400876,0
13901,1928,0345384350,0
13907,1928,0425133540,0
13908,1928,0425161242,0
13933,1949,0380731851,0
13986,2010,0316602051,0
13995,2010,0449006522,0
13998,2010,0671024248,0
14010,2012,0061015725,0
14025,2012,055356160X,0
14026,2012,0553579754,0
14037,2020,0679446486,0
14150,2033,0385265700,0
14159,2033,0440213525,0
14160,2033,0440220602,0
14161,2033,0440221471,0
14162,2033,044022165X,0
14164,2033,0449003787,0
14183,2033,0515136379,0
14184,2033,0515136530,0
14346,2046,042517736X,0
14401,2090,0425161242,0
14408,2090,0553295977,0
14433,2103,0743224574,0
14443,2106,0802139256,0
14451,2110,0140298479,0
14527,2110,0515133973,0
14561,2110,0671042858,0
14567,2110,0671693816,0
14588,2110,0786868716,0
14610,2115,044021145X,0
14749,2179,051513287X,0
14788,2189,0385498802,0
14835,2238,0062502182,0
14850,2268,0971880107,0
14853,2275,0060977493,0
14917,2276,034538475X,0
14920,2276,0345391055,0
14923,2276,0345413881,0
14945,2276,0385510438,0
14994,2276,0440241537,0
15037,2276,0446605484,0
15038,2276,0446607657,0
15040,2276,0446609404,0
15072,2276,0451153553,0
15077,2276,0451167317,0
15079,2276,0451184963,0
15129,2276,0553250531,0
15147,2276,0553583441,0
15231,2276,0679429220,0
15241,2276,0743439740,0
15353,2281,0380718340,0
15358,2283,0451153553,0
15362,2287,0142001805,0
15374,2288,0312305060,0
15396,2288,0553582747,0
15422,2308,0671021001,0
15434,2313,0375706771,0
15441,2313,0449912558,0
15452,2313,0679781587,0
15462,2316,042517736X,0
15468,2326,0679781587,0
15488,2333,0316789089,0
15504,2337,0375705856,0
15547,2358,0316666343,0
15558,2358,037570504X,0
15566,2358,0425169863,0
15581,2358,0446516538,0
15614,2358,0671021001,0
15615,2358,0671027360,0
15630,2358,0679720200,0
15637,2358,0786881852,0
15665,2358,1559029838,0
15666,2359,0385512104,0
15701,2375,0679746048,0
15718,2395,0312966970,0
15777,2437,0515120618,0
15955,2482,0060958022,0
16021,2559,0679772677,0
16040,2588,0553582135,0
16042,2589,0345443284,0
16058,2595,0425169863,0
16075,2608,0385720106,0
16093,2630,0440221471,0
16094,2630,0440224764,0
16100,2630,0842329218,0
16101,2630,0842342702,0
16113,2651,0425143325,0
16179,2719,0060502258,0
16216,2738,0380727501,0
16217,2738,0446532231,0
16228,2742,0440204887,0
16229,2744,0345342968,0
16230,2746,0345339681,0
16251,2766,0060392452,0
16265,2766,014100018X,0
16269,2766,0142001740,0
16284,2766,0312305060,0
16287,2766,0316776963,0
16294,2766,0345391802,0
16307,2766,0385486804,0
16323,2766,0440207622,0
16332,2766,0440225825,0
16333,2766,0440236673,0
16337,2766,0440498058,0
16342,2766,0446606812,0
16353,2766,0451183665,0
16385,2766,0671510053,0
16400,2766,067976402X,0
16411,2766,0684874350,0
16427,2766,0786867647,0
16489,2766,1559029838,0
16512,2766,1573225789,0
16539,2771,0449005615,0
16558,2790,0316666343,0
16572,2793,0312263120,0
16579,2793,0439136369,0
16580,2793,0439139600,0
16586,2793,0515128554,0
16589,2793,051513628X,0
16590,2793,0515136379,0
16591,2793,0515136530,0
16593,2793,0553250426,0
16594,2793,0553582763,0
16597,2793,059035342X,0
16616,2798,0399145087,0
16619,2799,0062502182,0
16629,2799,0786885688,0
16641,2804,059035342X,0
16644,2830,0971880107,0
16669,2855,0380730138,0
16670,2855,0385484518,0
16688,2891,0060188731,0
16690,2891,0060392452,0
16699,2891,0060930535,0
16705,2891,0061097314,0
16709,2891,0140119906,0
16711,2891,0140280553,0
16722,2891,0312282990,0
16724,2891,0312305060,0
16725,2891,0312422156,0
16737,2891,0375703861,0
16738,2891,0375726403,0
16760,2891,0446607711,0
16765,2891,0449005615,0
16773,2891,0452282195,0
16784,2891,0553208845,0
16804,2891,0671004107,0
16814,2891,067976402X,0
16817,2891,0743225406,0
16888,2907,0553582658,0
16892,2933,0375726403,0
16939,2964,0553579606,0
16953,2977,0060392452,0
16961,2977,006099486X,0
16998,2977,0345370775,0
17018,2977,0385722206,0
17039,2977,044021145X,0
17040,2977,0440234743,0
17048,2977,0449221504,0
17050,2977,0451153553,0
17090,2977,0671250671,0
17117,2977,0767902521,0
17127,2977,0805062971,0
17130,2977,081297106X,0
17160,2977,0971880107,0
17186,2982,0684833395,0
17188,2984,0749397543,0
17217,3017,0345391802,0
17282,3079,0061097314,0
17298,3089,0553289411,0
17300,3093,0440211727,0
17313,3100,044661064X,0
17315,3100,0684874350,0
17316,3100,0812550706,0
17349,3145,0064407667,0
17352,3145,0312263120,0
17360,3145,0345447840,0
17370,3145,0425169863,0
17387,3145,0446612790,0
17389,3145,0451188462,0
17394,3145,0553279912,0
17396,3145,0670892963,0
17408,3145,0842342702,0
17414,3148,0060987103,0
17430,3167,0142001805,0
17444,3167,0345348109,0
17460,3167,044023722X,0
17516,3186,0375700757,0
17518,3186,068484477X,0
17593,3282,034538475X,0
17597,3282,0440213525,0
17601,3282,0451188462,0
17606,3282,0553250531,0
17609,3282,0553289411,0
17625,3302,0671028367,0
17641,3321,0064400557,0
17722,3331,0385508042,0
17726,3331,0440221315,0
17733,3331,0671867172,0
17773,3346,0345342968,0
17843,3350,0767905180,0
17858,3363,002542730X,0
17864,3363,0060096195,0
17869,3363,0060175400,0
17884,3363,0060502258,0
17899,3363,0060958022,0
17902,3363,0060976845,0
17903,3363,0060987103,0
17904,3363,0060987529,0
17925,3363,0064472272,0
17932,3363,0070212570,0
17937,3363,0140067477,0
17993,3363,0312144075,0
18007,3363,0312278586,0
18025,3363,0316666343,0
18034,3363,0345337662,0
18054,3363,0345445848,0
18100,3363,037570504X,0
18101,3363,0375705856,0
18103,3363,0375706771,0
18105,3363,0375726403,0
18118,3363,0380719002,0
18151,3363,0385335482,0
18153,3363,0385335830,0
18154,3363,0385335881,0
18157,3363,0385420161,0
18159,3363,038542471X,0
18160,3363,0385424728,0
18162,3363,0385486812,0
18167,3363,0385504209,0
18184,3363,0395562333,0
18205,3363,0425155404,0
18208,3363,0425169863,0
18209,3363,042517736X,0
18224,3363,0440224675,0
18229,3363,0440234743,0
18230,3363,0440236673,0
18254,3363,0446606812,0
18265,3363,0449005615,0
18285,3363,0452268060,0
18304,3363,0515131229,0
18305,3363,051513287X,0
18331,3363,0553211404,0
18403,3363,0670880728,0
18409,3363,0671003755,0
18420,3363,0671673688,0
18447,3363,0679772677,0
18449,3363,0679824111,0
18501,3363,0743418174,0
18523,3363,0767905180,0
18545,3363,0786881852,0
18550,3363,0786885688,0
18574,3363,0805063897,0
18601,3363,0842329218,0
18602,3363,0842329242,0
18632,3363,0894805770,0
18633,3363,089480829X,0
18653,3363,0971880107,0
18673,3363,155874262X,0
18678,3363,1558744150,0
18681,3363,1558744630,0
18705,3363,1565122968,0
18779,3371,0312274920,0
18780,3371,0312278586,0
18792,3371,0373483503,0
18805,3371,0425163407,0
18810,3371,0440211263,0
18820,3371,0440235596,0
18822,3371,0446359866,0
18825,3371,0449221504,0
18836,3371,0553263226,0
18847,3371,0671002481,0
18850,3371,0671027581,0
18853,3371,0671568175,0
18859,3371,067976402X,0
18867,3371,0767905385,0
18887,3373,0060958022,0
18895,3373,0316789089,0
18934,3373,0671026011,0
18940,3373,0767900383,0
18959,3376,0425116840,0
18963,3379,044661193X,0
19006,3422,0671002481,0
19011,3427,0553582747,0
19012,3427,067102423X,0
19023,3437,0553582143,0
19027,3454,0312278586,0
19040,3463,0671250671,0
19127,3537,0671004565,0
19182,3542,0316769487,0
19208,3556,0345339681,0
19209,3556,0345339703,0
19210,3556,0345339711,0
19211,3556,0345339738,0
19244,3556,0684867621,0
19255,3556,0842329129,0
19257,3556,0842329269,0
19267,3556,0971880107,0
19287,3575,0743237188,0
19339,3599,034541389X,0
19359,3633,0060987529,0
19382,3643,0380731851,0
19383,3643,0380789035,0
19390,3643,0446608262,0
19407,3659,0385335482,0
19416,3668,0743418174,0
19440,3675,0451166892,0
20215,3761,0375727345,0
20217,3761,0449005615,0
20227,3767,0380018179,0
20228,3767,0446608890,0
20282,3814,0671510053,0
20294,3817,0312924585,0
20305,3821,0842329129,0
20360,3827,0394820371,0
20440,3840,0425162443,0
20448,3840,0515131229,0
20449,3840,0515132020,0
20456,3840,0688177751,0
20504,3869,0385335482,0
20518,3879,0312195516,0
20519,3879,0312421273,0
20538,3886,0440241162,0
20539,3886,0451202341,0
20685,3935,0345313860,0
20697,3944,0684874350,0
20709,3954,0553573403,0
20726,3977,0375702709,0
20743,3991,044023722X,0
20780,4017,0142001740,0
20796,4017,0312291639,0
20817,4017,0374129983,0
20863,4017,0399146431,0
20888,4017,0553275976,0
20889,4017,059035342X,0
20927,4017,0786868716,0
20929,4017,0786881852,0
20934,4017,0802139256,0
20965,4024,0385497466,0
20975,4041,042517736X,0
21017,4066,1576737330,0
21037,4091,0312995423,0
21069,4092,0380002930,0
21074,4092,0439136369,0
21081,4092,0451156609,0
21083,4092,0451186362,0
21092,4092,059035342X,0
21100,4092,0767905385,0
21111,4092,0971880107,0
21251,4144,006101351X,0
21299,4157,0312195516,0
21300,4157,0316601950,0
21315,4157,0385484518,0
21316,4157,0385512104,0
21327,4157,0446532231,0
21329,4157,0446608262,0
21401,4179,0451183665,0
21409,4185,0452282152,0
21413,4189,0385490445,0
21422,4196,074322535X,0
21451,4215,0451526341,0
21462,4221,0385335881,0
21463,4221,0385336179,0
21464,4221,038550926X,0
21512,4228,0060959037,0
21516,4228,0380730138,0
21522,4234,0375706771,0
21524,4243,0971880107,0
21556,4285,0971880107,0
21581,4334,0316666343,0
21588,4334,0385504209,0
21672,4365,0671003755,0
21675,4370,0060930535,0
21676,4370,0312244266,0
21679,4370,0375707972,0
21682,4370,0553564528,0
21729,160900,0446359866,0
21745,160920,006109921X,0
21746,160920,0440224764,0
21753,160939,0140280553,0
21836,161002,044651652X,0
21840,161006,0553280414,0
21858,161032,1400034779,0
21865,161037,006109921X,0
21940,161037,0451137965,0
21942,161037,0451186362,0
21971,161037,0671004565,0
21989,161037,0671867113,0
22043,161039,0060512822,0
22050,161039,0380731851,0
22057,161039,038572179X,0
22070,161039,0553375407,0
22086,161039,0743225406,0
22087,161039,076790592X,0
22092,161039,0786868716,0
22095,161039,0971880107,0
22113,161041,0140042598,0
22144,161041,0345342968,0
22150,161041,0385722206,0
22160,161041,0452282152,0
22248,161070,0375706771,0
22250,161070,0425167313,0
22253,161070,0767902521,0
22265,161093,0066214122,0
22332,161114,068484267X,0
22341,161119,0060915544,0
22344,161120,031298328X,0
22357,161153,0971880107,0
22368,161178,0452282152,0
22373,161185,0316789089,0
22452,161211,0316776963,0
22454,161211,0345369947,0
22464,161211,067102423X,0
22467,161211,0786885688,0
22474,161222,0380789035,0
22485,161222,0805063897,0
22522,161237,0060987529,0
22532,161250,0060502258,0
22543,161252,0060915544,0
22615,161265,0805063897,0
22647,161269,0312144075,0
22660,161292,0440236673,0
22664,161299,0312291639,0
22671,161299,0345413881,0
22672,161299,034541389X,0
22690,161299,0446602620,0
22694,161299,0446611212,0
22695,161299,0446611808,0
22697,161299,0449003795,0
22703,161299,0451208765,0
22706,161299,051513287X,0
22707,161299,0515133302,0
22716,161299,0553586122,0
