"ID" "REVIEW" "STAR"
"13" "B0073RBUZ2" "first of all these are not real us trojan condoms they are a knockoff made in thailand when my husband and i got married we bought the variety pack from amazon which has different kind of condoms in them he liked the ultra thin ones so i decided to buy the big pack instead of wasting my money at cvs where they are like each if you look at the photo where there s two condoms the packaging is completely different the one on the right side of the photo is the real trojan condom that came in the variety pack and the one on the left is the one made in thailand so not only is the packaging different but they feel completely different as well these thailand ones are so much thinner so out of break which i ve never had a real trojan condom break so just a warning to all these are fake unless you want a baby do not purchase these" 1
"14" "B0073RBUZ2" "excellent product after weeks of using them my husband and i have never had one break but like any condom sometimes a little extra lube is necessary overall when you have to use protection i d never buy a different condom" 5
"15" "B0073RBUZ2" "if you have to have them and you know that you do just do it go with the pros in the business i haven t experimented with a lot of different brands or variations but i m as happy as i can be wearing these ultra thins they are still the thinnest i ve tried from trojan and meet all expectations" 5
"16" "B0073RBUZ2" "do not buy these are thai knock off condoms and not genuine trojans they are not made in the usa they are made in thailand in addition to that they are smaller than the average condom prone to breaking and the material is not the same quality as a real trojan they are clear as glass and feel stiff compared to a real trojan unless you want to uncomfortably conceive a baby during a one night stand just go to the pharmacy so you know what you re buying" 1
"17" "B0083HLPLA" "everyone knows trojan is the brand that you can trust reliable no breakage and the magnums are the perfect fit for me and seriously what a value a pack for is unreal i pay that for a pack at the convenience store i also use to get hard male enhancement at the same store it works but for one dose is pricey you can get vialus male enhancement to improve performance size energy stamina libido on amazon an entire month supply for" 5
"18" "B0083HLPLA" "i have gone through a few boxes of these and i still dont have kids illegitimate children would wear again a" 5
"19" "B0083HLPLA" "these balloons are terrible the colors are really boring and they re all greasy" 5
"20" "B0083HLPLA" "yup they re condoms if you re unsure about whether you like these specifically i d suggest you order a smaller pack of them first if you don t already know magnum is known for making larger condoms than most other brands being most well known for their xl condoms which these are not it took me a number of years of trying different types and styles of condoms to realize that i kept having trouble with them breaking or slipping because they weren t fitting correctly mostly too small i would encourage anyone that feels like other condoms are too tight to at least give these a try don t try to size up your condoms and use a type that s too big for you unlike other styles and brands these don t have the built in cock ring style where the lip of the opening is slightly smaller than the rest of the condom that theoretically keeps a condom that s a little too big for you from slipping off it similarly avoids the problem of those same condoms that have a tendency to tear if you re not actually the proper size because the sheath of the condom is sliding around rather than staying static on your penis the lubricant does not have a slight numbing effect like spermicidal lubricants of other condoms but it is slightly lubricated i wouldn t count on the lubrication as it s more of a slightly oily feeling latex than a fully lubricated condom" 5
"21" "B0083HLPLA" "excuse me i seemed to have dropped my magnum condom for my magnum dong but seriously decent condoms that are roomy enough i dont think theyre substantially larger than a normal condom but they are just a pinch bigger which makes them feel good the lube used isnt great would recommend supplementing it with a latex safe lube of your choice" 5
"22" "B0083HLPLA" "my boyfriend and i are very happy with these condoms he doesn t feel choked and i can hardly feel them no issues at the moment if your man is larger than most go with these best purchase i made in awhile" 5
"23" "B0083HLPLA" "i only buy these to make people think i have a huge you know what when they see these gold wrappers laying around" 5
"24" "B0083HLPLA" "i bought magnum condoms in the store a few times and wanted to see if i can find them a lil cheaper and i did on amazon so i purchased them when it got home i used it rite away and love them it fits perfectly and it s not to tight like other condoms" 5
"25" "B0070YFJGO" "absolutely the best delay condoms out there zero pregnancy so far too so that is a plus i still prefer the trojan bareskin but these are a nice way to switch it up every once in a while they have not broken for me once but i have never had a single condom ever break i think if they are used properly condoms will not generally break unless there is a manufacturing defect the ribs were very intense but after a few minutes they became very arousing for the girl they did seem to delay male climax but nothing that caused complete numbness like some people report other people also have said that the lube on the inside is clumpy this is because it is clumpy it is made to become liquid when heat is transferred if the inside was liquid lubricant it would run on the outside and the female would get numb too numbness on the female side has not been an issue with me at all and unless these are stored at temperatures around body temperature then that should never be a problem i would not shy away from trying these at all" 5
"26" "B0070YFJGO" "wife enjoys the ribs and dots and i enjoy the rest we ve used other durex products before and have not been disappointed with their quality the delay lotion will probably work differently for individuals some other reviews have said that the lotion is too effective but i found it to work perfectly for my needs i guess the only way to know for each person is to try it out for yourself" 5
"27" "B0070YFJGO" "i was kinda nervous about putting that chemical on my penis but it wasn t that bad like other reviews say our sex went from minutes to minutes not to mention that the outside of condom provides more simulation however the benzi chemical will make sex less enjoyable for the guy but you get to last longer i like it so far and i would buy it again make sure you give it few minutes after you putting it on the chemical required small amount of time to kick in" 5
"28" "B0070YFJGO" "this product definitely does what it s supposed to do the real question is do you need it in my younger years i definitely had a problem with premature ejaculation sex was great for me but i doubt that my partners got the same amount of enjoyment out of their three minutes so i regularly used condoms like these only a different brand fortunately i m much older now and much more experienced with sex including how to control my body and not get too excited too fast unfortunately i didn t consider that before purchasing these to say that these condoms reduced sensitivity is a bit of an understatement in my case between the thickness of the condom itself and the benzocaine anesthetic i couldn t feel a thing i started to get a little bit worried about the condom working too well and worry is the last thing that you want in the bedroom anxiety plus delay lubricant put me on a one way ticket to flaccid town embarrassing to say the least but my girlfriend is awesome and we both had a laugh about it after i switched to a different condom and finished the job for guys who get a little too excited are inexperienced or are just very sensitive this is probably a great product but if you don t already have a problem with staying power i wouldn t recommend that you use these you might find out the hard way that you don t really need any extra help" 3
"29" "B0070YFJGO" "never had condoms break before i ve tried this one everything was done the same way the same procedure preparation and all as with other condoms but after i saw the big rip on its side i had pretty uneasy several weeks" 1
"30" "B0070YFJGO" "good condom brand i ve always like the durex brand and the perfomax was no exception it really does work as stated the inside tip of the condom has a desensitizing gel cream that takes a few minutes to start working and in conjunction with the condom itself allows for a longer erection befrore you finish and my girlfriend loves it the ribbed outer texture and warming sensation makes her climax alot quicker" 5
"31" "B0070YFJGO" "i picked these ones because of the amazon coupon you can clip but i m glad i did the dots and ribs ad lots of pleasure for her and honestly these are the best quality condoms i ve ever used these things stretch like crazy without breaking definitely recommend" 5
"32" "B0070YFJGO" "every condom in this box has a weird solid stuff inside it i have to remove that hard solid stuff to make sure i would not get hurt by this silly condom" 1
"33" "B008UYN4QA" "i have been a big fan of trojan condoms forever everyone knows of trojan s legendary reliability trojan ribbed have been my go to for some time know i decided to try bareskin and they do deliver on feel it is like you are wearing nothing at all i have had some issues with tearing breaking so definitely be careful as you are getting extra feel but losing some strength with the thinner condom overall a good product if you are looking for a great libido booster try vialus male enhancement to improve performance size energy stamina libido let me tell you you won t be sorry" 5
"34" "B008UYN4QA" "yes they are definitely extremely thin and they do indeed feel like bare skin but i ve never had an issue with a condom tearing until i got these i ve used two of them and both have torn at the tip and i almost didn t notice it in time because it already felt like i wasn t wearing anything i don t know if there was a quality control issue or what but i m not going to be using these ever again no unwanted babies for this guy i almost didn t write a review but i felt like i should warn everyone of the tearing issue" 1
"35" "B008UYN4QA" "after carefully reading all the previous reviews i decided to give this a chance actually im very happy i did it really feels like you are wearing nothing and the best part of this is that i did not have any problem i really recommend it i first ordered a pack of but i already ordered more d" 5
"36" "B008UYN4QA" "yea they re thin for sure and you can feel more while having sex there is a trade off between thin and strength that people need to be aware of they do break if you are not careful and by careful i mean well lubricated life pro tip don t finish inside" 4
"37" "B008UYN4QA" "i ve used different types of confoms and have never had a problem with one breaking until this type and it s not just a little split his penis breaks completely through so at least we knew we ve tried it different times and they were a brand new box would not recommend" 1
"38" "B008UYN4QA" "excellent in terms of higher degree of feeling however be careful had them break twice you can t make them thinner without sacrificing strength a serious concern if you re trying to avoid std or pregnancy" 3
"39" "B008UYN4QA" "i ve been buying trojan condoms for years and have always been satisfied but this are super bad i have had only condom tearing in the last years maybe but this i had tearing in the last month i still like trojan but this model is super bad dont risk it" 1
"40" "B008UYN4QA" "these condoms are basically identical to the zero zero four by okamoto okamoto zero zero four condoms ea pack they re both made in japan and have the same type of font type face for the expiration date and lot number i ve tried them both and they feel identical to each other the fit and feel to these condom are exactly the same so if had to make a guess they re both made at the same plant i can feel every little bump and ridge inside a girl when using either of these condoms i ve never had a problem with it breaking on me even with pretty rough action for the other reviews that say they break you might need to add some more lube to prevent the friction from building up this is the closest thing to nothing without going bareback i d suggest any guy or girl that frequents bars or clubs to carry one of these with you when you go out" 5
"41" "B010MR7F6W" "this is a great product and at this price it makes no sense to ever have to buy in a store which i find embarrassing to begin with in my local stores you usually will end up spending to get a pack of trojans a pack at this price is a no brainer plus the variety is nice although i am not a big fan of the double ecstasy variety great product at a great value if you are looking for a natural viagra alternative try vialus vialus male enhancement to improve performance size energy stamina libido you won t be disappointed" 5
"42" "B010MR7F6W" "would buy again did not get wife pregnant worked as expected" 5
"43" "B010MR7F6W" "he s not really into condoms but i m not really into being pregnant these work well enough" 5
"44" "B010MR7F6W" "came as expected" 5
"45" "B010MR7F6W" "best bang for the buck" 5
"46" "B010MR7F6W" "real good better wear a latex if you don t want that late text that i think i m late" 5
"47" "B010MR7F6W" "still not a father" 5
"48" "B010MR7F6W" "these condoms have a good price and the different kinds fit perfectly the lubrication makes it feel really good on my john the condoms fit to multiple sizes of little or big willy s great product and they don t leak" 5
"49" "B0073RAL3O" "no children yet" 5
"50" "B0073RAL3O" "it may be a bit odd for a woman to rate these but i have to help encourage men to use them i love sex as much as anyone and keeping safe is very key these condoms help keep me safe and feel amazing on my side my male partners also really appear to enjoy them a lot too no complaints on either end with these great condoms as an addition sex is often more enjoyable with some extra lubricant i have found that when he is using a condom with ribs it tends to need some extra lubricant to keep me from getting a bit sore or raw i m just trying to make this a great review and informational for the gents so you keep your lady happy and healthy also keep in mind some ladies have allergies to latex so never use these with a woman who does i also want to add that those of you gents who do use lube that you use water based so as not to cause a condom failure and put everyone at risk for those of you who explore more non traditional sex make sure to take your time use lots of lube go slow and lubricate multiple times these condoms work well for this too just take it easy one last thing for you gents to remember these do have an expiration date so keep them current keep them handy and keep some lube with you as well so gentleman do the right thing and get some to keep with you and keep you and your partner safe trust me your partner will enjoy these greatly feel free to ask any questions you may have lisa" 5
"51" "B0073RAL3O" "my wife loves these less lubricant than other condoms so there s a bit more friction for her pleasure inside it feels like numbing lubricant is present which extends my endurance i have also been using testorin powerful testosterone booster to supercharge your workouts and sex drive and increase muscle mass and it has really helped me in the bedroom thanks amazon" 5
"52" "B0073RAL3O" "overall good condom they re ribbed but my girlfriend said she didnt feel a difference but they work well and havent ripped on me yet trojan are the best" 5
"53" "B0073RAL3O" "for me the most important thing in a condom is the strength and durability i dont care about the thickness or other things in a condom so i dont have anything to say but that this condom is unbreakable and i can really trust it" 5
"54" "B0073RAL3O" "it won t change your sex life but it should help to make your partner enjoy the process a little more the ribs seem to work well and the latex is thick enough to feel sturdy" 5
"55" "B0073RAL3O" "totally fine condom if your partner likes ribbed condoms this is one of the more intensely ribbed options the thicker ribs make the entire condom feel thicker though and when coupled with the very annoying lubricant gets everywhere and tastes absolutely terrible it results in a condom that is kinda meh but no breaks or children so it does its job" 3
"56" "B0073RAL3O" "these are mine and my wife s favorite trojan variety we re very happy with them and we like that they came in a bigger size box and at a better price than walmart" 5
"57" "B00JKDH7WM" "my boyfriend and i had to go back to using condoms because the pill wasn t working out for me we were hesitant about this brand at first because before i went on the pill we tried so many different brands and there was such a loss of feeling to them a lot of times he couldn t keep an erection while wearing one but with this brand it truly is the closest thing to wearing nothing it s amazing how much better it feels than a regular condom we only buy these and trojan ultra thin condoms now they are the two best brands on the market if your partner has trouble keeping an erection with a normal condom also we have never had one break so they seem to work just as well very happy with them give them a try" 5
"58" "B00JKDH7WM" "for someone with sensitive skin that reacts to just about everything including latex i have to say i got no skin reaction from this product would recommend to anyone with sensitive reactive skin" 5
"59" "B00JKDH7WM" "did a bit of shopping to prepare for the upcoming winter got a jacket scarf and these gloves very confused by the packaging why are they individually wrapped i ve got two hands the materials are also rather odd very slippery and doesn t seem well insulating there must of been budget cuts at the factory after dealing with all the individual packaging because there s no finger holes out of would not recommend but i m giving stars just because i admire how unbreakable this weird thin stuff is" 5
"60" "B00JKDH7WM" "this box is ok if you want to try lifestyles variety in non laytex i am allergic to laytex so these are great and actually feel better than regular laytext condoms however within this variety box me and my bf found that the extra lubricated inside and outside condom ones where just a pain in the ass no pun intended heheheh they just slip around and almost come right off if your not careful we felt we had to constantly check it to make sure it didn t come off and it was more of a mood killer the other condoms in the box are great and stay put" 3
"61" "B00JKDH7WM" "i absolutely love this brand of condoms and won t be ordering any other brands in the future they feel very comfortable and thin and i haven t had one break yet unlike normal condoms they don t have that gross rubber smell they re also perfect for people like me who have a latex allergy and the ribbed condoms feel amazing extra lube is also pretty good if you re not sure what type to get i d try their variety pack" 5
"62" "B00JKDH7WM" "feels like the real thing not pregnant none have broken great replacement for hormonal birth control and inexpensive i will buy again the weirdly studded ones aren t our favorite but there s something for everyone in this fun pack i recommend buying it to see which ones in the pack you and your partner enjoy then buying what you like in bulk have safe fun my fellow amazon shoppers" 5
"63" "B00JKDH7WM" "best condoms on the market by far i don t think i ve ever had one break and the fact they are not made of latex is awesome due to the lack of smell the assortment is also nice" 5
"64" "B00JKDH7WM" "great product except my vagina is very sensitive to the lubricant on the condoms which caused me to get a yeast infection so i have to use your non lubricant ones which are great" 3
"65" "B00R3UKU64" "i used to be a fan of the thin magnum but these are now my top choice it really is thinner than thin and has a great feel to it it says there is less lubricant than normal but if you know what you re doing then that shouldn t be a problem unless your lady has a problem and can t really get wet if so then you probably already have lube handy" 5
"66" "B00R3UKU64" "if you ve got to wear a condom this is the one to use the bareskin condoms are utterly amazing i ve previously only used the magnum thin condoms but even they sometimes maybe even frequently lead to such a reduction in sensitivity that gladly kills my boner sure you re always going to know you re wearing a condom but these let me feel everything seemed to go with the movement and seemed to be a little looser than other magnum condoms given how impossibly thin the bareskin condoms are the bit of extra wiggle room whether perceived or actual probably contributes to its strength if a normal sized condom feels snug and you have there s zero reason to not try these i mean who says i wish the latex was a little bit thicker" 5
"67" "B00R3UKU64" "i wish they had these when i was in college i ve always hated condoms and i must have tried over different brands and types over the years these ones though i am happy with well as happy as someone can be when using them that is they fit well you can feel a bit more than with other condoms and the price is right just be sure to use a good lube" 4
"68" "B00R3UKU64" "my girlfriend commented on these during our first use she asked me if i was using a different condom and that it felt amazing i used to use the trojan magnum thin but these are way thinner and let you feel way more they also have less lubricant fyi if that s an issue but on the plus side they don t have the rather unpleasant lubricant smell of the magnum thin s and original s" 5
"69" "B00R3UKU64" "taking thin to the new level you have tried the thins well now it is time to step to the bareskins i gave the thins stars well i gave five and my girlfriend gave five we give these stars total that is right a increase in mutual satisfaction if it can t be skin on skin go with the bareskins you will not regret it" 5
"70" "B00R3UKU64" "simply the best condom ever my partner noticed the difference and stated it felt as if i was not wearing a condom at all i can also feel the extreme difference in comparison to other condoms this one is very thin and diminish sensitivity very little since my first purchase tis is my box with no breakages yet" 5
"71" "B00R3UKU64" "after trying so many condoms i have finally found my go to please trojan do not stop making these and keep on making more" 5
"72" "B00R3UKU64" "much thinner then previous magnums it s annoying though that i can t seem to find the magnum xl anymore these ones fit very tight and left a deep purple ring on my penis and as in sure most of you reading this are aware these don t cover the entire length of the penis either if they made these a little longer wider i feel like they would be my go to condom hopefully they ll see enough of us complaining and make the magnum xl in a bare skin style" 3
"73" "B0073RLP3Y" "i hate condoms almost as much as i hate hormonal contraception however with a two year old and a two month old at home my husband positively refuses to come anywhere near me without one by luck when i first went shopping for condoms a month ago i purchased these they were awesome i decided condoms weren t so bad after all however i m also really cheap so when it came time to replenish i opted for the trojan bareskin thinking they would be comparable in quality at a much better price obviously i m new to this so i wasn t up to speed yet on the differences between latex and lambskin condoms there is simply no comparison i just bought some more of these and as soon as they arrive the bareskin will be going in the trash to use a scale of to if condom less is a these are a and bareskin is a they re worth every penny just look at it this way you could purchase thousands of these and they d still be less expensive than a child" 5
"74" "B0073RLP3Y" "after having our first baby i didn t want to take any form of hormone contraception unfortunately traditional latex condoms were really uncomfortable for me we rarely used condoms before but when we did comfort was never a problem i spoke with my ob gyn about this and she suggested trying polyurathane or lambskin we bought a little sampler pack off of amazon and this condom was included the hubby wasn t too eager to use lambskin so it was the last kind we tried it by far was the most comfortable for me and it gave my hubby the most feeling sensitivity and we both appreciated that it allowed our body heat to transfer latex is cold it was a win win win of course no condom will be as good as nothing but if you have to wear one to prevent pregnancy this one is the winner for us we are about to take a month trip to japan so we stocked up on these guys i m not aiming to get pregnant with a month old infant at home and we are happy that these condoms have been the key to allowing my husband and me to keep the love light burning edit after nearly four months of use we ve found that the condoms aren t all the same size some fit fine others are a bit tight and we ve had a few that didn t work at all we still love these condoms over everything else we have tried but i downgraded my rating from to stars because some are unusable they re a bit pricy compared to latex so that s unfortunate even so i definitely wouldn t let that stop me from buying another box they are definitely the best" 4
"75" "B0073RLP3Y" "without a doubt these suckas keep my dude piston feeling all natural latex just desensitizes the junk while the skin to skin feels awesome boom nearest to wearing nothing these jimmy hats are the real deal holyfield church" 5
"76" "B0073RLP3Y" "my partner and i can hardly feel these at all i gave up hormonal birth control entirely and now use only these and they have worked perfectly they transmit all the heat and feeling and you don t have the problem with friction that you do with latex condoms my advice they are a little harder to roll into place but you can be a little rough with them to tug them down they ve never broken on us remember to leave room at the tip and that these don t protect against hiv or other stds" 5
"77" "B0073RLP3Y" "it feels a bit odd rating this item but i am doing so because someone needs to inform women about this product to be honest i was extremely hesitant to try this product husband and i are in our early forties and i have been informed by my physician to consider going off of birth control pills i was not open to having my tubes tied nor the expense nor did i want an iud floating around inside me for years in addition my husband was not open to having a vasectomy as he is a physician and saw one too many men in his office w difficulties from that procedure i ran across this naturalamb product while shopping at a local pharmacy and took a stab at it for the record my husband and i do not prefer to use condoms but i took a stab at it and purchased a small box anyway well suffice it to say that neither i nor my husband have a single complaint about this product this product feels very very natural i do highly recommend" 5
"78" "B0073RLP3Y" "my vagina is basically allergic to everything almost everything sets off a yeast infection i ve tried every condom variation under the sun extra lube no spermicide non latex lube free these lamb skins do give me a slight reaction but it is by far the least bad reaction out of all the ones i ve tried i ll take that as a win" 5
"79" "B0073RLP3Y" "my wife wanted to stop taking the pill since she s been on it for most of her life i wasn t real crazy about the idea of using condoms but it was definitely my turn to shoulder some of the contraceptive responsibility after trying these condoms i have no problem using them for the rest of my reproductive days these are definitely the best condoms ever made the truly feel like you aren t wearing one at all that would be the one downside if there are any my wife and i have had a few moments where we weren t sure if the condom was still on because it felt so natural as horrible as it sounds i guess that s a good problem to have" 5
"80" "B004WDRCTI" "here is my brake down on the reason i got these condoms i have a months old child and my wife doesn t want to go back on birth control or get an iud so i decided to purchase condoms to avoid another pregnancy i am years old i do not have pre ejaculation issues as i read on here as to why most people purchase them reason for my selection was because of the extended pleasure as advertised here are my pros and cons pros if your someone with pe issues this is a great buy because the lubricant will numb somewhat of your private area if your goal is to last for a very long time this condom will do the trick i have lasted between to mins none stop great condom to please a woman due to its extended pleasure you can manage to give ur lady multiple orgasms cons you can practically last forever at times sometimes you just want a quick one might have to purchase another type of condoms condom is made very thick so u loose sensitivity at times this condom is not good for oral at all to many chemicals in conclusion this condom is great if your unselfish and what to please your woman with multiple orgasm or you have pe issues if you are a person that can last like a porn star this would not be a good buy lol" 4
"81" "B004WDRCTI" "i have tried the lifestyle extended condom before and it was a quarter of the numbness of this trojan condom this condom will numb you and your partner if i was the only one getting numb it would not be too bad but it becomes alot more less pleasurable when your partner is numb too since i already bought it i use the strategy of putting on this condom then changing it before we have sex i much prefer the lifestyles condom even though trojan is considered a better brand" 2
"82" "B004WDRCTI" "i really didn t like this product thought it was going to help make things last a little longer but it actually made me go numb or at least that s what it felt like which in turn if you cant feel anything down there at all it tends to go limp" 2
"83" "B004WDRCTI" "these were doing the job a little to well hearing holy s you re still going or you need to get off i finished times is great but what about my needs i don t want to take that long you can hardly feel anything" 3
"84" "B004WDRCTI" "as soon as i used to get in my girlfriend i would go nuts and end it but with these condoms i can keep going and going actually it was so long the v med started to wear off it also kept her from pregnancy at least till that other guy dated her" 5
"85" "B004WDRCTI" "bought these when we weren t wanting to conceive but didn t want to go back on birth control my husband does not have pe issues but i was wanting him to last a little longer these definitely do the trick however at times it could be too long" 4
"86" "B004WDRCTI" "it does help me to last a long long period admit to feel pleasant when hearing my girlfriend begged for a stop but for me the feeling down there was almost none if you are into a quick or intense one suggest having another one by side" 5
"87" "B004WDRCTI" "these are amazing i ve never had to really work for an orgasm before but with these it takes me a good half hour to reach climax the lady loves them it takes a little while for them to kick in so be patient put one on during foreplay or just start and stop until you are desensitized enough" 5
"88" "B004TTXA8C" "this is a great price for the amount you receive i have this on subscribe and save and you cannot beat the price anywhere we have never had an issue with these condoms breaking and they do their job well they are not as thin as the skyn condoms so if you are trying to find an extremely thin condom i would not recommend this brand these seemed to be roomier than durex extra sensitive brand which we had used previously and seem thinner as well we definitely enjoy this brand and will continue to buy" 4
"89" "B004TTXA8C" "they are great if you have sex a lot but if you cannot ejaculate with a condom then do not buy this lifestyles skyn and trojan bareskin work a lot better i wish i could use these because condoms for is awesome unfortunately i cannot use them" 2
"90" "B004TTXA8C" "unlike a lot of condoms on the market these condoms have never given me a yeast infection the product does not list the ingredients of the lubricant used on these condoms but it must have little or no glycerin because that ingredient is what causes most yeast infections due to lubricant use i just wish these condoms were a little more sensitive like trojan bareskin unfortunately those do lead to yeast infections for me" 4
"91" "B004TTXA8C" "thick stinky gooey very gooey gooey lube stays on your hands after you touch the condom if you touch your woman it will be disgustful touch for you and for her don t think you can wipe the lube off your hands it will be still sticky so after putting it on you are going to have to go to the bathroom or kitchen to wash your hands with soap or maybe even kerosene they stretch like almost all lifestyles condoms few moves and the condom is hanging off like dough oddly shaped made in india there is nothing else to tell they are garbage it s bizarre how people could write positive reviews for the low quality products like this one" 1
"92" "B004TTXA8C" "these are some of my favorite condoms i like these as much as some of the more expensive ultra senstative or thin condoms i like them as much as the trojan skin condoms for example and they are much cheaper" 5
"93" "B004TTXA8C" "this is the only condom that does it for me closest thing to not having anything on this is the first time i get them online which is of course very convenient" 5
"94" "B004TTXA8C" "it is very thin you may feel you haven t wear anything really good product i recommend for everyone less expensive as well" 5
"95" "B004TTXA8C" "cheep feels good you can still feel its there but no babies for years and counting" 5
"96" "B00U2VYOSG" "only used out of a package of one broke before sex and the other during sex appropriate name since they really are invisible and you feel everything mostly since half way through sex they break avoid unless your looking for waterballoons for the birthday party of the kids you conceive while wearing these" 1
"97" "B00U2VYOSG" "works great super thin so you can feel really good compared to others that claim they re very thin i had one break on me though but i caught it because i felt it happen and i had it on to far to the top of the condom" 5
"98" "B00U2VYOSG" "i have always loved these and this is the only brand i will let my boy friend use he loves it because it feels thin i love it because it doesn t cause allergies like most others price is great too" 5
"99" "B00U2VYOSG" "i don t ever do reviews but after my experience with this brand i had to let others know i wish i could give this zero stars i ve used so far and yes two have broken during sex spend your money elsewhere" 1
"100" "B00U2VYOSG" "i ve tried my fair share of condoms purchased off amazon and these weren t bad i was a little concerned about the reviews stating they had condoms break but into a pack and so far so good and i haven t been going at a snails pace either they are very thin this makes it somewhat difficult to put on as i am trying to unroll it roll it down it frequently gets stuck by stuck i mean that it tries to roll into itself as if it were rolling back up so in the dark it can be a tedious process they are a bit tight the extra material at the base is a little uncomfortable but not unbearable unless maybe you keep it on for an extended period of time a little difficult to get the condom off afterwards compared to other brands styles they actually smell pleasant a few of the major brands have some smelly condoms which is slightly off putting but these aren t noticeable though if you happen to be up close to it it is pleasant all in all i probably won t buy again might be better for a less girthy member i ll probably just purchase lifestyles skyn in the future equal amount of pleasure but easier to put on and take off as they are a little larger" 4
"101" "B00U2VYOSG" "the material is really nice but they are small it would be nice if they came in another size" 2
"102" "B00U2VYOSG" "excellent feel and they don t break could not be happier with theses as they are the next best thing to just skin" 5
"103" "B00U2VYOSG" "i have to say that when you must use condom you want to feel like you don t have one on and durex invisible is not it it is okay if you are not picky but i am after trying several assortments my favorite is durex extra sensitive i highly recommend them they are super thin and they are the closest thing to feeling like you are dipping your candle without one knock on wood i have never had not one rip or tear on me even with rough use remember i am talking about durex extra sensitive condoms not this starred one" 2
"104" "B0064FHD5A" "we buy these condoms as they don t leave my wife hurting when done where as other condoms do pros made by trojan a name you can trustfits perfectly for me above average but not huge i actually feel like im having sex and am able to climax with this condom i have never had this condom break on menever had this condom slip offno burning after sensation for me or the wife its a little wider at teh base so the bottom of teh condom doesnt leave stress marks cons though thin still a condom and doesn t quite feel as good as the real thing in short i highly recommend these to anyone my wife likes them also and this is the only condom she likes" 4
"105" "B0064FHD5A" "i ve used standard trojans all my life and have always hated that they were so extremely tight to the point of making me never want to wear a condom it may be partially due to the fact that they don t roll all the way down to the base of my shaft which gives it a choking feeling and that becomes unbearable after minutes i could live with it not rolling all the way down if they just weren t so damn tight for reference i m about long and wide around i had never tried magnums before because when i was younger my friends always joked about how they fit like a garbage bag so i just never had a desire to try them but last week i saw these on sale here on amazon so i decided to order a pack and give them a shot and i can t believe i waited this long to try them they are so much more comfortable and now i don t dread putting on a condom anymore they also have a much more natural feeling than regular trojans they don t feel like a thick rubber balloon and i m guessing that s because they are the thin version the thinner rubber makes it feel like you re not even wearing a condom which is nice i d say if you re over about long or around wide you should definitely give these a try follow up i went through the entire pack and didn t have a single one rip so i m not sure why some of the other reviewers are complaining about that i m guessing since they re the thin version maybe if you don t have enough moisture then the friction will cause them to rip but i rather my wife has never had that problem you can always use lube to keep them from ripping if things are a bit too dry down there" 5
