StoreId,AmeLB,AmeDT,AmeDR,AmeWF,AmeNB,AmeLU,Amenities,Latitude,AmeWT,Amehrs24,AmeOther,AmeBA,StoreNameUrl,AmeXO,Address,AmeWA,AmeFZ,AmePS,Name,AmeVS,Url,Longitude,AmeRW,AmeEM,AmeGO,AmeSQ,AmeMX,AmeCL,AmeCD,AmenitiesCarto,PhoneNumber,AmeCS
66292,1,0,1,0,0,1,"{u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.718233,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/66292/w-broadway-leonard-street-180-west-broadway-new-york-ny-100132906-us"">W Broadway &amp; Leonard Street</a>",1,"""180 West Broadway"",""New York, NY 10013""",1,0,0,W Broadway &amp; Leonard Street,0,https://www.starbucks.com/store-locator/store/66292/w-broadway-leonard-street-180-west-broadway-new-york-ny-100132906-us,-74.00732,1,0,1,0,1,1,1,<ul>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,2123437402,0
113971,1,0,1,0,1,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.711137,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/113971/brookfield-place-1-200-liberty-st-new-york-ny-10006-us"">Brookfield Place 1</a>",1,"""200 Liberty St"",""L105"",""New York, NY 10006""",1,0,0,Brookfield Place 1,0,https://www.starbucks.com/store-locator/store/113971/brookfield-place-1-200-liberty-st-new-york-ny-10006-us,-74.01543,0,0,1,0,1,1,1,<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,2125879512,0
17705,1,0,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.708729,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/17705/broadway-thames-115-broadway-new-york-ny-100061604-us"">Broadway &amp; Thames</a>",1,"""115 Broadway"",""New York, NY 10006""",1,0,0,Broadway &amp; Thames,0,https://www.starbucks.com/store-locator/store/17705/broadway-thames-115-broadway-new-york-ny-100061604-us,-74.011114,0,0,0,0,1,0,1,<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,212-732-9268,0
9218,1,0,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.708742,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/9218/liberty-nassau-55-liberty-street-new-york-ny-100051003-us"">Liberty &amp; Nassau</a>",1,"""55 Liberty Street"",""New York, NY 10005""",1,0,0,Liberty &amp; Nassau,0,https://www.starbucks.com/store-locator/store/9218/liberty-nassau-55-liberty-street-new-york-ny-100051003-us,-74.009508,0,0,0,0,1,0,1,<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,212-227-0372,0
7835,1,0,0,0,0,1,"{u'LU': u'Lunch', u'LB': u'LaBoulange', u'BA': u'Bakery'}",40.709646,0,0,,1,"<a href=""https://www.starbucks.com/store-locator/store/7835/marriott-financial-center-85-west-st-new-york-ny-100061532-us"">Marriott Financial Center</a>",0,"""85 West St"",""New York, NY 10006""",0,0,0,Marriott Financial Center,0,https://www.starbucks.com/store-locator/store/7835/marriott-financial-center-85-west-st-new-york-ny-100061532-us,-74.014614,0,0,0,0,0,0,0,<ul>Lunch<li>LaBoulange<li>Bakery</ul>,212-266-6162,0
15295,1,0,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.715731,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/15295/lafayette-worth-111-worth-street-new-york-ny-100134008-us"">Lafayette &amp; Worth</a>",1,"""111 Worth Street"",""New York, NY 10013""",1,0,0,Lafayette &amp; Worth,0,https://www.starbucks.com/store-locator/store/15295/lafayette-worth-111-worth-street-new-york-ny-100134008-us,-74.003115,0,0,1,0,1,0,1,<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,212-964-8846,0
16844,1,0,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.708411,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/16844/100-williams-street-100-william-street-new-york-ny-100384512-us"">100 Williams Street</a>",1,"""100 William Street"",""New York, NY 10038""",1,0,0,100 Williams Street,0,https://www.starbucks.com/store-locator/store/16844/100-williams-street-100-william-street-new-york-ny-100384512-us,-74.007404,0,0,0,0,1,0,1,<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,212-509-9709,0
1011752,1,0,1,0,0,1,"{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.70746,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/1011752/14-wall-st-14-wall-st-new-york-ny-10005-us"">14 Wall St</a>",0,"""14 Wall St"",""New York, NY 10005""",1,0,1,14 Wall St,0,https://www.starbucks.com/store-locator/store/1011752/14-wall-st-14-wall-st-new-york-ny-10005-us,-74.010961,1,0,1,0,1,0,1,<ul>Playbook Store System<li>My Starbucks Rewards<li>LaBoulange<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,6465966331,0
1007714,1,0,1,1,1,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience', u'SQ': u'tbd'}",40.719851,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/1007714/6-th-ave-at-walker-street-32-avenue-of-the-americas-new-york-ny-10013-us"">6th Ave at Walker Street</a>",1,"""32 Avenue of the Americas"",""New York, NY 10013""",1,0,0,6th Ave at Walker Street,0,https://www.starbucks.com/store-locator/store/1007714/6-th-ave-at-walker-street-32-avenue-of-the-americas-new-york-ny-10013-us,-74.004951,0,0,1,1,1,1,1,<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience<li>tbd</ul>,2129660984,0
17070,1,0,1,0,0,1,"{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.718904,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/17070/broadway-canal-405-broadway-new-york-ny-100133558-us"">Broadway &amp; Canal</a>",1,"""405 Broadway"",""New York, NY 10013""",1,0,1,Broadway &amp; Canal,1,https://www.starbucks.com/store-locator/store/17070/broadway-canal-405-broadway-new-york-ny-100133558-us,-74.002519,0,0,1,0,1,0,1,<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,646-613-0148,0
90577,1,0,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.707213,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/90577/john-water-streets-135-john-street-new-york-ny-100383524-us"">John &amp; Water Streets</a>",1,"""135 John Street"",""New York, NY 10038""",1,0,0,John &amp; Water Streets,0,https://www.starbucks.com/store-locator/store/90577/john-water-streets-135-john-street-new-york-ny-100383524-us,-74.004768,0,0,1,0,1,1,1,<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,2123440894,0
1006984,1,0,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.706033,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/1006984/60-wall-st-60-wall-st-new-york-ny-10005-us"">60 Wall St</a>",1,"""60 Wall St"",""New York, NY 10005""",1,0,0,60 Wall St,0,https://www.starbucks.com/store-locator/store/1006984/60-wall-st-60-wall-st-new-york-ny-10005-us,-74.008348,0,0,1,0,1,0,0,<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,3474614068,0
1004742,1,0,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.706316,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/1004742/pearl-maiden-80-pine-street-new-york-ny-100051702-us"">Pearl &amp; Maiden</a>",1,"""80 Pine Street"",""New York, NY 10005""",1,0,0,Pearl &amp; Maiden,0,https://www.starbucks.com/store-locator/store/1004742/pearl-maiden-80-pine-street-new-york-ny-100051702-us,-74.006582,0,0,1,0,1,0,1,<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,212-480-3970,0
11834,1,0,1,1,0,1,"{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.718329,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/11834/canal-and-centre-241-canal-street-new-york-ny-100134118-us"">Canal and Centre</a>",1,"""241 Canal Street"",""New York, NY 10013""",1,0,0,Canal and Centre,1,https://www.starbucks.com/store-locator/store/11834/canal-and-centre-241-canal-street-new-york-ny-100134118-us,-74.000014,0,0,0,0,1,0,1,<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Digital Rewards<li>Music Experience</ul>,212-219-2725,0
16214,1,0,1,0,1,1,"{u'EM': u'Starbucks Evenings', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.705161,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/16214/55-broad-street-55-broad-street-new-york-ny-100042501-us"">55 Broad Street</a>",1,"""55 Broad Street"",""New York, NY 10004""",1,0,0,55 Broad Street,1,https://www.starbucks.com/store-locator/store/16214/55-broad-street-55-broad-street-new-york-ny-100042501-us,-74.011295,0,1,1,0,1,1,1,<ul>Starbucks Evenings<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,(212) 742-2490,0
7912,1,0,1,0,0,1,"{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.704602,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/7912/pearl-hanover-110-pearl-street-new-york-ny-100053510-us"">Pearl &amp; Hanover</a>",1,"""110 Pearl Street"",""New York, NY 10005""",1,0,1,Pearl &amp; Hanover,0,https://www.starbucks.com/store-locator/store/7912/pearl-hanover-110-pearl-street-new-york-ny-100053510-us,-74.009125,0,0,1,0,1,0,1,<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,212-482-6530,0
1005523,1,0,1,0,0,1,"{u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.704817,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/1005523/99-wall-street-99-wall-st-new-york-ny-10005-us"">99 Wall Street</a>",1,"""99 Wall St."",""New York, NY 10005""",1,0,0,99 Wall Street,0,https://www.starbucks.com/store-locator/store/1005523/99-wall-street-99-wall-st-new-york-ny-10005-us,-74.007231,1,0,1,0,1,1,1,<ul>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,212-487-1906,0
12804,1,0,1,0,0,1,"{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.704349,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/12804/2-broadway-2-broadway-new-york-ny-100042207-us"">2 Broadway</a>",1,"""2 Broadway"",""New York, NY 10004""",1,0,0,2 Broadway,0,https://www.starbucks.com/store-locator/store/12804/2-broadway-2-broadway-new-york-ny-100042207-us,-74.013016,0,0,1,0,1,0,1,<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,212-344-4290,0
8907,1,0,1,0,0,1,"{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",40.72126,0,0,,0,"<a href=""https://www.starbucks.com/store-locator/store/8907/broadway-grand-471-broadway-new-york-ny-100132664-us"">Broadway &amp; Grand</a>",1,"""471 Broadway"",""New York, NY 10013""",1,0,1,Broadway &amp; Grand,1,https://www.starbucks.com/store-locator/store/8907/broadway-grand-471-broadway-new-york-ny-100132664-us,-74.000453,0,0,1,0,1,1,1,<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,212-219-8787,0
