StoreId,Name,PhoneNumber,Longitude,Latitude,Address,Amenities,AmenitiesCarto,StoreNameUrl,Url,CL,WA,WF,CD,DR,LB,GO,FZ,XO,LU,RW,PS,CS,MX,VS,NB,SQ,EM,BA,WT,hrs24,DT,AmeOther
66292,W Broadway &amp; Leonard Street,2123437402,-74.00732,40.718233,"""180 West Broadway"",""New York, NY 10013""","{u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/66292/w-broadway-leonard-street-180-west-broadway-new-york-ny-100132906-us"">W Broadway &amp; Leonard Street</a>",https://www.starbucks.com/store-locator/store/66292/w-broadway-leonard-street-180-west-broadway-new-york-ny-100132906-us,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
113971,Brookfield Place 1,2125879512,-74.01543,40.711137,"""200 Liberty St"",""L105"",""New York, NY 10006""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/113971/brookfield-place-1-200-liberty-st-new-york-ny-10006-us"">Brookfield Place 1</a>",https://www.starbucks.com/store-locator/store/113971/brookfield-place-1-200-liberty-st-new-york-ny-10006-us,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
17705,Broadway &amp; Thames,212-732-9268,-74.011114,40.708729,"""115 Broadway"",""New York, NY 10006""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/17705/broadway-thames-115-broadway-new-york-ny-100061604-us"">Broadway &amp; Thames</a>",https://www.starbucks.com/store-locator/store/17705/broadway-thames-115-broadway-new-york-ny-100061604-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
9218,Liberty &amp; Nassau,212-227-0372,-74.009508,40.708742,"""55 Liberty Street"",""New York, NY 10005""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/9218/liberty-nassau-55-liberty-street-new-york-ny-100051003-us"">Liberty &amp; Nassau</a>",https://www.starbucks.com/store-locator/store/9218/liberty-nassau-55-liberty-street-new-york-ny-100051003-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
7835,Marriott Financial Center,212-266-6162,-74.014614,40.709646,"""85 West St"",""New York, NY 10006""","{u'LU': u'Lunch', u'LB': u'LaBoulange', u'BA': u'Bakery'}",<ul>Lunch<li>LaBoulange<li>Bakery</ul>,"<a href=""https://www.starbucks.com/store-locator/store/7835/marriott-financial-center-85-west-st-new-york-ny-100061532-us"">Marriott Financial Center</a>",https://www.starbucks.com/store-locator/store/7835/marriott-financial-center-85-west-st-new-york-ny-100061532-us,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
15295,Lafayette &amp; Worth,212-964-8846,-74.003115,40.715731,"""111 Worth Street"",""New York, NY 10013""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/15295/lafayette-worth-111-worth-street-new-york-ny-100134008-us"">Lafayette &amp; Worth</a>",https://www.starbucks.com/store-locator/store/15295/lafayette-worth-111-worth-street-new-york-ny-100134008-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
16844,100 Williams Street,212-509-9709,-74.007404,40.708411,"""100 William Street"",""New York, NY 10038""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/16844/100-williams-street-100-william-street-new-york-ny-100384512-us"">100 Williams Street</a>",https://www.starbucks.com/store-locator/store/16844/100-williams-street-100-william-street-new-york-ny-100384512-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
1011752,14 Wall St,6465966331,-74.010961,40.70746,"""14 Wall St"",""New York, NY 10005""","{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>My Starbucks Rewards<li>LaBoulange<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1011752/14-wall-st-14-wall-st-new-york-ny-10005-us"">14 Wall St</a>",https://www.starbucks.com/store-locator/store/1011752/14-wall-st-14-wall-st-new-york-ny-10005-us,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,
1007714,6th Ave at Walker Street,2129660984,-74.004951,40.719851,"""32 Avenue of the Americas"",""New York, NY 10013""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience', u'SQ': u'tbd'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience<li>tbd</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1007714/6-th-ave-at-walker-street-32-avenue-of-the-americas-new-york-ny-10013-us"">6th Ave at Walker Street</a>",https://www.starbucks.com/store-locator/store/1007714/6-th-ave-at-walker-street-32-avenue-of-the-americas-new-york-ny-10013-us,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,
17070,Broadway &amp; Canal,646-613-0148,-74.002519,40.718904,"""405 Broadway"",""New York, NY 10013""","{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/17070/broadway-canal-405-broadway-new-york-ny-100133558-us"">Broadway &amp; Canal</a>",https://www.starbucks.com/store-locator/store/17070/broadway-canal-405-broadway-new-york-ny-100133558-us,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,
90577,John &amp; Water Streets,2123440894,-74.004768,40.707213,"""135 John Street"",""New York, NY 10038""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/90577/john-water-streets-135-john-street-new-york-ny-100383524-us"">John &amp; Water Streets</a>",https://www.starbucks.com/store-locator/store/90577/john-water-streets-135-john-street-new-york-ny-100383524-us,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
1006984,60 Wall St,3474614068,-74.008348,40.706033,"""60 Wall St"",""New York, NY 10005""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1006984/60-wall-st-60-wall-st-new-york-ny-10005-us"">60 Wall St</a>",https://www.starbucks.com/store-locator/store/1006984/60-wall-st-60-wall-st-new-york-ny-10005-us,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
1004742,Pearl &amp; Maiden,212-480-3970,-74.006582,40.706316,"""80 Pine Street"",""New York, NY 10005""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1004742/pearl-maiden-80-pine-street-new-york-ny-100051702-us"">Pearl &amp; Maiden</a>",https://www.starbucks.com/store-locator/store/1004742/pearl-maiden-80-pine-street-new-york-ny-100051702-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
11834,Canal and Centre,212-219-2725,-74.000014,40.718329,"""241 Canal Street"",""New York, NY 10013""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/11834/canal-and-centre-241-canal-street-new-york-ny-100134118-us"">Canal and Centre</a>",https://www.starbucks.com/store-locator/store/11834/canal-and-centre-241-canal-street-new-york-ny-100134118-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,
16214,55 Broad Street,(212) 742-2490,-74.011295,40.705161,"""55 Broad Street"",""New York, NY 10004""","{u'EM': u'Starbucks Evenings', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Starbucks Evenings<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/16214/55-broad-street-55-broad-street-new-york-ny-100042501-us"">55 Broad Street</a>",https://www.starbucks.com/store-locator/store/16214/55-broad-street-55-broad-street-new-york-ny-100042501-us,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,
7912,Pearl &amp; Hanover,212-482-6530,-74.009125,40.704602,"""110 Pearl Street"",""New York, NY 10005""","{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/7912/pearl-hanover-110-pearl-street-new-york-ny-100053510-us"">Pearl &amp; Hanover</a>",https://www.starbucks.com/store-locator/store/7912/pearl-hanover-110-pearl-street-new-york-ny-100053510-us,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,
1005523,99 Wall Street,212-487-1906,-74.007231,40.704817,"""99 Wall St."",""New York, NY 10005""","{u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1005523/99-wall-street-99-wall-st-new-york-ny-10005-us"">99 Wall Street</a>",https://www.starbucks.com/store-locator/store/1005523/99-wall-street-99-wall-st-new-york-ny-10005-us,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
12804,2 Broadway,212-344-4290,-74.013016,40.704349,"""2 Broadway"",""New York, NY 10004""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/12804/2-broadway-2-broadway-new-york-ny-100042207-us"">2 Broadway</a>",https://www.starbucks.com/store-locator/store/12804/2-broadway-2-broadway-new-york-ny-100042207-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
8907,Broadway &amp; Grand,212-219-8787,-74.000453,40.72126,"""471 Broadway"",""New York, NY 10013""","{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/8907/broadway-grand-471-broadway-new-york-ny-100132664-us"">Broadway &amp; Grand</a>",https://www.starbucks.com/store-locator/store/8907/broadway-grand-471-broadway-new-york-ny-100132664-us,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,
