Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],AVG.GDP.P.CAP
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Canada,CAN,43636.70668,43963.36631,44882.20692,45238.17706,46169.25222,47179.85791,48033.30048,48550.94241,48508.81528,46542.11076,47445.76193,48455.21402,48721.1803,49229.50377,49895.98485,47096.82539
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Central African Republic,CAF,419.6708459,430.4793622,438.523647,408.1388339,425.598702,422.2932277,430.0791125,441.8663091,442.6937529,441.8893186,446.8002046,452.794515,456.9831279,282.273322,273.2923838,414.225111
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Chad,TCD,462.4863366,497.3130841,519.2528043,573.3150411,737.9529158,835.1189369,811.8512831,810.7306474,808.4620773,815.4186944,895.8779959,867.30306,913.3759845,933.835122,965.8489302,763.2095276
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Chile,CHL,9833.026644,10037.83903,10132.54864,10409.7701,10911.09934,11386.42998,11754.25178,12223.48461,12486.95064,12222.41594,12785.05187,13385.13122,13963.6654,14364.14097,14479.76326,12025.03796
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,China,CHN,1761.140384,1893.482444,2051.823844,2243.399182,2454.812752,2717.463533,3045.210189,3459.362071,3772.888145,4100.812213,4514.94052,4919.531812,5275.045788,5652.394862,6032.61863,3592.995091
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Colombia,COL,4764.167629,4774.975609,4825.831766,4945.95844,5139.977348,5312.082106,5596.731932,5910.282391,6048.078906,6078.302741,6250.6545,6592.430736,6789.591686,7051.132314,7291.219274,5824.761159
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Comoros,COM,778.2004753,776.7430944,775.5973619,773.012816,769.1047418,772.052732,773.5054084,760.9767948,745.640186,741.8614601,739.8977906,740.8165715,744.6436976,752.2141251,749.4819753,759.583282
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",ZAR,270.6273676,257.44076,257.1137221,263.0392775,271.9108485,279.4618663,284.9964566,293.1787946,301.4836003,300.2033088,311.247896,322.1174654,334.3522041,351.4747405,371.1119408,297.9840166
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,2453.179303,2486.787802,2542.448754,2505.657735,2531.207932,2657.063185,2743.26589,2619.156084,2680.617792,2794.775815,2953.185008,2972.787059,3007.45836,3034.374979,3160.536835,2742.833502
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,6039.837705,5995.867843,6069.040149,6359.500984,6533.675179,6819.243196,7313.022823,7783.728121,7887.961225,7705.630694,7985.951035,8246.560426,8572.714408,8768.872013,8978.3671,7403.998194
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,1350.071704,1323.864979,1277.544389,1238.121481,1231.478231,1229.864531,1224.620332,1221.407315,1226.490379,1239.139864,1236.085198,1154.754406,1248.191212,1330.481215,1409.344266,1262.763967
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Croatia,HRV,10572.83183,10901.46291,11473.40539,12111.0866,12608.39906,13124.52282,13758.74194,14480.36321,14782.66998,13707.93491,13509.18582,13902.8312,13640.34549,13532.86079,13539.12223,13043.05095
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cuba,CUB,3484.004966,3583.692702,3624.142162,3751.384747,3958.750238,4394.234208,4918.255288,5271.291051,5485.2891,5561.229362,5688.666732,5840.145511,6006.080247,6156.618194,..,4837.413179
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cyprus,CYP,27047.83724,27714.74364,28281.35535,28718.73685,29578.13432,30281.50968,31125.6245,31973.35165,32319.40046,30824.94935,30438.90019,29792.08927,28623.2964,26985.99575,26603.34705,29353.95145
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Czech Republic,CZE,14766.9183,15274.81678,15556.36487,16121.29399,16913.7395,17978.48085,19162.81665,20104.71734,20479.184,19376.91481,19763.9638,20111.02233,19902.09382,19790.41121,20160.6602,18364.22656
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Denmark,DNK,55898.47256,56157.02388,56238.91966,56304.93902,57641.64153,58883.94719,60919.08214,61149.53015,60354.84622,56978.33397,57647.66876,58072.2537,57811.73468,57430.87177,57861.46178,57956.71513
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Djibouti,DJI,1065.225937,1069.971526,1081.241008,1099.32807,1125.055771,1144.667859,1183.591558,1227.819854,1282.458881,1329.823104,1358.4605,1400.605596,1449.033813,1501.272298,1570.246721,1259.2535
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominica,DMA,5541.410169,5569.145338,5460.065575,5858.64272,6026.090855,6002.252297,6165.164765,6547.342876,7000.248682,6907.469627,6937.256084,6914.424018,6800.605369,6810.579907,7041.874136,6372.171495
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,3907.982113,3917.15475,4080.474564,4008.650105,4000.90638,4307.818616,4699.460325,5026.384797,5113.300885,5091.801452,5441.965749,5523.403419,5597.248841,5792.586441,6143.400365,4843.502587
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ecuador,ECU,3678.902316,3759.895446,3848.268023,3888.342194,4139.081186,4286.515559,4400.856451,4421.894335,4624.184417,4573.236189,4657.301737,4943.447132,5140.320579,5291.40553,5402.520116,4470.411414
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,1995.780437,2028.778316,2038.537404,2064.6519,2109.758888,2164.50558,2272.230703,2391.55244,2518.118277,2588.051908,2668.035988,2659.876419,2658.787476,2654.285016,2653.898929,2364.456645
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,El Salvador,SLV,3057.945965,3092.695928,3149.161827,3207.056281,3253.084989,3356.457485,3475.866745,3597.961991,3633.014903,3509.156436,3547.070983,3615.58323,3673.262887,3730.422292,3772.40157,3444.742901
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,5475.925002,8651.424524,9995.556203,11019.53519,14719.43328,16644.79436,17376.10504,18916.79636,20172.30817,18687.52141,17441.09255,17259.6656,17713.52692,16075.61842,15565.09873,15047.62678
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Eritrea,ERI,548.5856953,577.0533126,573.4468731,538.3428014,527.811581,525.0833207,506.3230835,501.6759022,443.1098032,450.9770093,451.4266933,480.3761647,..,..,..,510.35102
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Estonia,EST,10090.03614,10797.15684,11526.01631,12458.75905,13322.41043,14654.84176,16255.73817,17595.35094,16686.45941,14256.93433,14641.40314,15799.57112,16677.98745,16999.85781,17539.90421,14620.16181
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,196.7821599,207.042797,204.2130325,194.1689718,214.3821892,233.1437374,251.4227794,272.7563564,294.2257037,311.784426,341.8589562,370.3579016,392.2050581,422.8518309,454.7731748,290.7979383
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,47381.52276,..,..,..,..,47381.52276
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Fiji,FJI,3315.067454,3368.943232,3470.458227,3501.149519,3678.921289,3689.0539,3732.098159,3667.817168,3668.443692,3580.871927,3651.958291,3510.457584,3539.972679,3702.747035,3933.142911,3600.740204
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Finland,FIN,40452.78175,41402.40849,41996.18929,42731.56851,44280.47896,45355.96029,47014.45663,49242.12561,49366.63626,45068.43667,46205.16601,47173.83058,46280.31161,45718.36868,45211.74783,45166.69781
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,France,FRA,38524.50512,38992.62694,39143.04517,39185.11355,39981.49876,40319.20999,40989.99266,41699.17352,41547.76701,40118.76802,40705.76623,41351.65283,41227.18352,41268.46063,41049.60074,40406.95765
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gabon,GAB,10134.04326,10113.21474,9863.003676,9863.537937,9714.638269,9871.944582,9302.855279,9611.130079,9086.075526,8894.603291,9312.049463,9748.86146,10030.62953,10359.52282,10567.54292,9764.910189
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,531.7442791,545.6071385,511.4974187,529.3635123,548.6510402,526.1995428,515.2365303,517.0228924,529.3341594,545.5447605,562.5681661,520.9548067,533.7911535,541.4042987,528.7854233,532.5136749
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Georgia,GEO,1438.707246,1518.809394,1612.756116,1814.416817,1946.030959,2160.839687,2394.45659,2725.61418,2824.669233,2753.545712,2964.477048,3220.39136,3469.671689,3633.740869,3851.72341,2555.323354
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Germany,DEU,38000.6877,38580.02251,38515.21306,38220.62513,38676.19072,38971.64189,40459.26614,41834.35772,42367.61987,40088.49145,41788.04479,43306.50245,44223.65407,43433.55434,44755.17894,40881.40339
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ghana,GHA,975.0810141,989.4435545,1008.136412,1033.545145,1063.400462,1097.235607,1137.549077,1156.639093,1230.362459,1257.49303,1323.099141,1471.971358,1569.955905,1644.84534,1670.679452,1241.96247
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greece,GRC,23276.8301,24112.85302,24967.08046,26350.84615,27616.05007,27700.15976,29178.13,30056.67883,29876.52216,28516.50784,26919.36164,24497.16959,22831.88609,22262.51391,22557.8685,26048.03054
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,40193.66603,..,..,..,..,40193.66603
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Grenada,GRD,6359.720131,6216.995793,6414.885001,7003.399167,6938.670657,7837.199841,7499.886455,7935.964793,7984.53422,7430.421407,7365.666659,7394.240162,7280.681648,7421.969092,7810.925704,7259.677382
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guatemala,GTM,2546.460623,2543.182417,2577.916872,2579.853548,2598.275767,2620.750134,2698.98524,2805.169791,2833.735795,2787.128287,2805.951416,2861.167894,2884.897429,2930.17075,2990.594485,2737.61603
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea,GIN,415.8303293,423.5060783,437.6317415,435.1099434,436.6730061,440.2603634,440.7999421,437.3161293,446.8106915,433.5665878,430.0564739,434.8640065,439.8717761,437.9391729,427.9854029,434.5481097
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,502.5874728,502.8130549,487.4402135,479.9473606,482.8324474,492.7694513,493.4181857,498.3151044,503.1022906,508.2090216,518.5983608,553.6851099,530.6929774,522.0994329,522.4692049,506.5986459
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guyana,GUY,2375.102948,2425.454632,2451.13088,2428.353426,2509.608978,2459.394656,2581.34533,2755.402163,2800.634431,2883.351627,2998.941274,3151.451685,3292.233762,3452.202273,3571.377025,2809.065673
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Haiti,HTI,766.9914124,746.4763146,732.5428697,723.5828148,687.2557194,688.6772187,693.261376,705.3832489,700.4760426,711.2402485,662.2795182,688.8545224,698.8137096,718.5524465,728.8104463,710.2131939
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Honduras,HND,1693.027249,1704.131217,1733.368975,1777.370631,1852.620928,1928.498102,2017.94301,2104.759589,2155.827865,2068.18518,2110.822021,2157.984444,2213.759527,2242.818455,2279.309902,2002.69514
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,23016.00288,22975.13366,23252.55085,24010.57626,25896.75598,27688.81624,29446.32164,31081.61273,31553.65527,30711.50548,32549.99823,33888.49218,34064.87662,34950.69026,35596.01413,29378.86683
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Hungary,HUN,10434.5403,10861.065,11380.09068,11851.42826,12464.18802,13032.85031,13550.01069,13628.80609,13767.28395,12884.2204,13009.34538,13275.54925,13118.91552,13403.69139,13933.38751,12706.35818
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iceland,ISL,36024.30232,36886.16531,36724.12625,37470.65363,40196.41164,41923.38,42673.26103,45556.86287,45378.80291,43107.19218,41620.06745,42318.05875,42591.41918,43834.17984,44141.06823,41363.06344
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,India,IND,794.4811836,818.5052233,835.3779131,886.2623136,941.1536737,1012.443143,1089.327133,1165.450489,1193.21383,1276.153253,1387.880084,1460.481976,1522.832573,1603.738691,1698.935338,1179.082455
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Indonesia,IDN,2143.389893,2191.360743,2259.190307,2335.611634,2420.582224,2524.610294,2628.527435,2758.812753,2886.645469,2980.945999,3125.219934,3274.733693,3426.99168,3570.931154,3703.365899,2815.394607
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Iran, Islamic Rep.",IRN,4281.361578,4320.615283,4608.696771,4946.544706,5101.508369,5255.55184,5492.596376,5926.651749,5914.611319,5982.211806,6299.918738,6455.214175,5951.613752,5762.520603,5936.538297,5482.410358
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iraq,IRQ,4309.573596,4284.601296,3879.412563,2525.767174,3791.577535,3856.284526,4140.840587,4093.533314,4317.968401,4343.643568,4487.366289,4674.62591,5149.974897,5303.42667,5019.499199,4278.539702
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ireland,IRL,43025.91863,44816.57833,46683.83724,47694.24372,48893.09705,50869.58853,52640.81835,53975.3866,51742.51222,48331.69111,48260.66536,49329.69887,49295.42798,49878.54099,52256.77121,49179.65175
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Isle of Man,IMY,37591.60896,39203.24037,41127.80923,43366.48995,45242.87503,47489.40742,50663.70118,53907.37142,58627.48941,59293.38245,64277.06375,66784.21187,70370.59371,72951.83759,..,53635.50588
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Israel,ISR,27091.97939,26524.78107,25978.15171,25813.64602,26658.3604,27342.34825,28421.78945,29634.44904,30003.29221,29666.30413,30736.36389,31691.33531,32000.72406,32462.32196,32673.00745,29113.25696
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Italy,ITA,36182.93293,36803.48435,36840.05628,36732.16351,37072.53773,37241.15325,37874.42314,38239.07322,37587.57522,35365.50644,35851.50807,35996.27766,34887.37301,33882.40761,33457.74768,36267.61467
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Jamaica,JAM,4766.438114,4800.570709,4878.296699,5038.958105,5087.343494,5114.454301,5244.001025,5300.235517,5243.335248,4993.641554,4902.034731,4969.858593,4925.330971,4939.795516,4963.009925,5011.153633
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Japan,JPN,40153.53464,40199.28707,40222.04746,40812.40962,41761.82012,42301.88989,42990.76695,43882.75048,43404.62798,41010.78823,42935.25272,42824.7123,43658.17338,44327.93821,44386.09733,42324.80642
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Jordan,JOR,3006.394826,3110.876308,3231.959484,3297.362181,3490.349525,3661.072732,3816.235122,3963.949512,4073.392181,4120.395757,4054.270668,4008.963839,3977.5265,3965.12601,3976.965664,3716.989354
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kazakhstan,KAZ,4491.591823,5106.634167,5606.852997,6107.709259,6647.69213,7227.982949,7917.195342,8523.766205,8698.423654,8573.772759,9070.649972,9585.709464,9886.431208,10310.11766,10575.18562,7888.647681
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kenya,KEN,843.3445497,853.3175135,836.2351624,838.7172509,858.8383696,886.1111952,919.1026109,956.6392496,933.9423321,939.6305273,991.8505451,1024.730346,1043.123888,1073.498646,1101.229859,940.020803
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kiribati,KIR,1575.022799,1559.275624,1541.618245,1575.802966,1596.114463,1562.549216,1461.589875,1537.951526,1546.163456,1503.366264,1465.504574,1476.686264,1490.301034,1507.402923,1535.923472,1529.01818
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Korea, Dem. People??s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,15104.52087,15671.61502,16742.77371,17148.48401,17921.29291,18586.29641,19453.83554,20421.39031,20848.55533,20896.44868,22151.20889,22796.47123,23214.12665,23784.0879,24479.24286,19948.02335
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kosovo,KSV,1919.837833,2436.039671,2417.321629,2560.142448,2625.235086,2781.731837,2883.73864,3069.098057,3125.068089,3203.662885,3283.211938,3405.582676,3473.602396,3567.582836,3621.704318,2958.237356
