Region,Causes, Both sexes (2012), Female (2012), Male (2012), Both sexes (2000), Female (2000), Male (2000),Group
Lower-middle-income, Noncommunicable diseases,11325355,5244997,6080358,8901251,4163595,4737656,LargeSubgroup
Lower-middle-income, Malignant neoplasms,1565889,746535,819354,1158887,573790,585097,Subgroup
Lower-middle-income, Mouth and oropharynx cancers,132198,36993,95205,92526,28733,63793,Cancer
Lower-middle-income, Oesophagus cancer,58265,20787,37478,43468,18035,25433,Cancer
Lower-middle-income, Stomach cancer,110406,38208,72198,87907,31811,56096,Cancer
Lower-middle-income, Colon and rectum cancers,113776,50618,63158,77286,34717,42569,Cancer
Lower-middle-income, Liver cancer,123360,38901,84459,83575,27157,56418,Cancer
Lower-middle-income, Pancreas cancer,32009,14546,17463,24490,10701,13789,Cancer
Lower-middle-income," Trachea, bronchus, lung cancers",166739,39986,126753,115470,26339,89131,Cancer
Lower-middle-income, Melanoma and other skin cancers,9403,4391,5012,7454,3611,3843,Cancer
Lower-middle-income, Breast cancer,165733,165733,0,132516,132516,0,Cancer
Lower-middle-income, Cervix uteri cancer,108913,108913,0,89954,89954,0,Cancer
Lower-middle-income, Corpus uteri cancer,14085,14085,0,12403,12403,0,Cancer
Lower-middle-income, Ovary cancer,40913,40913,0,29260,29260,0,Cancer
Lower-middle-income, Prostate cancer,54100,0,54100,36499,0,36499,Cancer
Lower-middle-income, Bladder cancer,27597,5736,21861,23326,5325,18001,Cancer
Lower-middle-income," Lymphomas, multiple myeloma",70260,27297,42963,54145,21645,32500,Cancer
Lower-middle-income, Leukaemia,63928,27096,36832,56480,23895,32585,Cancer
Lower-middle-income, Other malignant neoplasms,274207,112333,161874,192139,77694,114445,Cancer
Lower-middle-income, Other neoplasms,34749,16787,17962,25971,12479,13492,Cancer
Lower-middle-income, Diabetes mellitus,549073,286740,262333,378432,200820,177612,Diabetes
Lower-middle-income," Endocrine, blood, immune disorders",146437,93569,52868,100593,63225,37368,Endocrine.blood.immunedisorders
Lower-middle-income, Mental and behavioral disorders,46605,13641,32964,31944,9199,22745,Subgroup
Lower-middle-income, Unipolar depressive disorders,0,0,0,0,0,0,Men.Behav
Lower-middle-income, Bipolar disorder,0,0,0,0,0,0,Men.Behav
Lower-middle-income, Schizophrenia,3429,1120,2309,2714,917,1797,Men.Behav
Lower-middle-income, Alcohol use disorders,19196,4769,14427,15513,3832,11681,Men.Behav
Lower-middle-income, Drug use disorders,19625,5843,13782,10303,3092,7211,Men.Behav
Lower-middle-income, Anxiety disorders,0,0,0,0,0,0,Men.Behav
Lower-middle-income, Eating disorders,1513,851,662,1212,640,572,Men.Behav
Lower-middle-income, Pervasive developmental disorders,0,0,0,0,0,0,Men.Behav
Lower-middle-income, Childhood behavioural disorders,0,0,0,0,0,0,Men.Behav
Lower-middle-income, Idiopathic intellectual disability,0,0,0,0,0,0,Men.Behav
Lower-middle-income, Other mental and behavioural disorders,2842,1058,1784,2202,717,1485,Men.Behav
Lower-middle-income, Neurological conditions,327266,175325,151941,218510,109816,108694,Subgroup
Lower-middle-income, Alzheimer's disease and other dementias,19116,11393,7723,11165,6534,4631,Neurological
Lower-middle-income, Parkinson's disease,11707,5425,6282,7609,3512,4097,Neurological
Lower-middle-income, Epilepsy,99648,45211,54437,78204,35526,42678,Neurological
Lower-middle-income, Multiple sclerosis,2243,1333,910,1859,1078,781,Neurological
Lower-middle-income, Migraine,0,0,0,0,0,0,Neurological
Lower-middle-income, Non-migraine headache,0,0,0,0,0,0,Neurological
Lower-middle-income, Other neurological conditions,194553,111964,82589,119671,63165,56506,Neurological
Lower-middle-income, Sense organ diseases,554,336,218,561,341,220,Neurological
Lower-middle-income, Glaucoma,0,0,0,0,0,0,Neurological
Lower-middle-income, Cataracts,0,0,0,0,0,0,Neurological
Lower-middle-income, Refractive errors,0,0,0,0,0,0,Neurological
Lower-middle-income, Macular degeneration,0,0,0,0,0,0,Neurological
Lower-middle-income, Other vision loss,0,0,0,0,0,0,Neurological
Lower-middle-income, Other hearing loss,0,0,0,0,0,0,Neurological
Lower-middle-income, other sense organ disorders,554,336,218,561,341,220,Neurological
Lower-middle-income, Cardiovascular diseases,5221308,2484657,2736651,4132931,1995246,2137685,Subgroup
Lower-middle-income, Rheumatic heart disease,159565,79959,79606,175603,86985,88618,Cardiovascular
Lower-middle-income, Hypertensive heart disease,326639,175267,151372,227913,126732,101181,Cardiovascular
Lower-middle-income, Ischaemic heart disease,2385237,1038106,1347131,1902315,846316,1055999,Cardiovascular
Lower-middle-income, Stroke,1952058,1017932,934126,1536512,802643,733869,Cardiovascular
Lower-middle-income," Cardiomyopathy, myocarditis, endocarditis",164002,63606,100396,125507,51444,74063,Cardiovascular
Lower-middle-income, Other circulatory diseases,233811,109790,124021,165084,81126,83958,Cardiovascular
Lower-middle-income, Respiratory diseases,1627592,662814,964778,1327548,569979,757569,Subgroup
Lower-middle-income, Chronic obstructive pulmonary disease,1293657,532632,761025,1010662,442105,568557,Respiratory
Lower-middle-income, Asthma,239992,93134,146858,221989,87740,134249,Respiratory
Lower-middle-income, Other respiratory diseases,93944,37049,56895,94897,40135,54762,Respiratory
Lower-middle-income, Digestive diseases,929002,356175,572827,797284,300183,497101,Subgroup
Lower-middle-income, Peptic ulcer disease,135624,62006,73618,159543,64233,95310,Digestive
Lower-middle-income, Cirrhosis of the liver,479642,159385,320257,373407,125848,247559,Digestive
Lower-middle-income, Appendicitis,17679,7892,9787,18232,7507,10725,Digestive
Lower-middle-income, Other digestive diseases,296059,126892,169167,246104,102598,143506,Digestive
Lower-middle-income, Genitourinary diseases,512808,225108,287700,378976,159067,219909,Subgroup
Lower-middle-income, Kidney diseases,377937,168747,209190,303406,129130,174276,Genitourinary
Lower-middle-income, Hyperplasia of prostate,24,0,24,47,0,47,Genitourinary
Lower-middle-income, Urolithiasis,18296,6063,12233,12241,3836,8405,Genitourinary
Lower-middle-income, Other genitourinary diseases,113651,47396,66255,61177,23995,37182,Genitourinary
Lower-middle-income, Infertility,0,0,0,0,0,0,Infertility
Lower-middle-income, Gynecological diseases,2905,2905,0,2106,2106,0,
Lower-middle-income, Skin diseases,37338,18861,18477,32217,15484,16733,
Lower-middle-income, Musculoskeletal diseases,72023,45202,26821,36701,22003,14698,Subgroup
Lower-middle-income, Rheumatoid arthritis,23673,9475,14198,14184,5428,8756,musc.skelet
Lower-middle-income, Osteoarthritis,1,0,1,1,1,0,musc.skelet
Lower-middle-income, Gout,4,2,2,0,0,0,musc.skelet
Lower-middle-income, Back and neck pain,1,0,1,0,0,0,musc.skelet
Lower-middle-income, Other musculoskeletal disorders,48347,35726,12621,22516,16574,5942,musc.skelet
Lower-middle-income, Congenital anomalies,254307,119008,135299,280297,131727,148570,Subgroup
Lower-middle-income, Neural tube defects,56248,28070,28178,71548,35405,36143,Congenital
Lower-middle-income, Cleft lip and cleft palate,2264,588,1676,3571,768,2803,Congenital
Lower-middle-income, Down's syndrome,7495,4212,3283,9153,5397,3756,Congenital
Lower-middle-income, Congenital heart anomalies,98988,44982,54006,98579,44999,53580,Congenital
Lower-middle-income, Other chromosomal anomalies,8530,4700,3830,10900,6094,4806,Congenital
Lower-middle-income, Other congenital anomalies,80786,36457,44329,86553,39067,47486,Congenital
Lower-middle-income, Oral conditions,410,240,170,409,240,169,Subgroup
Lower-middle-income, Dental caries,2,0,2,1,1,0,Oral
Lower-middle-income, Periodontal disease,0,0,0,0,0,0,Oral
Lower-middle-income, Edentulism,408,240,168,408,239,169,Oral
Lower-middle-income, Injuries,2169315,746808,1422507,1933896,708619,1225277,LargeSubgroup
Lower-middle-income, Unintentional injuries,1581397,574045,1007352,1450107,546881,903226,Subgroup
Lower-middle-income, Road injury,474506,116195,358311,363627,92826,270801,Accident
Lower-middle-income, Poisonings,70843,25190,45653,107317,41623,65694,Accident
Lower-middle-income, Falls,348482,168166,180316,279144,131683,147461,Accident
Lower-middle-income," Fire, heat and hot substances",136233,67437,68796,137677,73740,63937,Accident
Lower-middle-income, Drowning,160869,53091,107778,150338,48907,101431,Accident
Lower-middle-income, Exposure to forces of nature,1759,704,1055,204,114,90,Accident
Lower-middle-income, Other unintentional injuries,388709,143262,245447,411807,157992,253815,Accident
Lower-middle-income, Intentional injuries,587921,172765,415156,483789,161738,322051,Subgroup
Lower-middle-income, Self-harm,332770,125082,207688,304501,125787,178714,Intentional
Lower-middle-income, Interpersonal violence,181291,37210,144081,155351,32335,123016,Intentional
Lower-middle-income, Collective violence and legal intervention,73863,10474,63389,23938,3615,20323,Intentional
