Region,Causes, Both sexes (2012), Female (2012), Male (2012), Both sexes (2000), Female (2000), Male (2000),Group
Sub-Saharan Africa, Hookworm disease,0,0,0,0,0,0,Inf.Para
Sub-Saharan Africa, Other infectious diseases,208763,91521,117242,164679,70222,94457,Inf.Para
Sub-Saharan Africa, Respiratory infections,1104161,509746,594415,1133011,515461,617550,Inf.Para
Sub-Saharan Africa, Lower respiratory infections,1101464,508470,592994,1130489,514285,616204,Inf.Para
Sub-Saharan Africa, Upper respiratory infections,1691,782,909,1661,762,899,Inf.Para
Sub-Saharan Africa, Otitis media,1009,495,514,865,415,450,Inf.Para
Sub-Saharan Africa, Maternal conditions,182002,182002,0,228808,228808,0,Maternal
Sub-Saharan Africa, Neonatal conditions,961699,416184,545515,920646,400611,520035,Subgroup
Sub-Saharan Africa, Preterm birth complications,392168,175596,216572,393719,176419,217300,Neonatal
Sub-Saharan Africa, Birth asphyxia and birth trauma,355927,148252,207675,342303,143636,198667,Neonatal
Sub-Saharan Africa, Neonatal sepsis and infections,184523,80569,103954,155615,68730,86885,Neonatal
Sub-Saharan Africa, Other neonatal conditions,29081,11769,17312,29009,11825,17184,Neonatal
Sub-Saharan Africa, Nutritional deficiencies,359868,186571,173297,363280,181316,181964,Subgroup
Sub-Saharan Africa, Protein-energy malnutrition,306604,157973,148631,322007,160179,161828,NutritionalDeficiency
Sub-Saharan Africa, Iodine deficiency,2417,1210,1207,729,324,405,NutritionalDeficiency
Sub-Saharan Africa, Vitamin A deficiency,0,0,0,0,0,0,NutritionalDeficiency
Sub-Saharan Africa, Iron-deficiency anaemia,50220,27065,23155,40213,20650,19563,NutritionalDeficiency
Sub-Saharan Africa, Other nutritional deficiencies,628,325,303,330,161,169,NutritionalDeficiency
Sub-Saharan Africa, Noncommunicable diseases,2745116,1353618,1391498,2083282,1002768,1080514,LargeSubgroup
Sub-Saharan Africa, Malignant neoplasms,425607,235267,190340,323111,179816,143295,Subgroup
Sub-Saharan Africa, Mouth and oropharynx cancers,16365,6346,10019,12002,4646,7356,Cancer
Sub-Saharan Africa, Oesophagus cancer,23115,9744,13371,19419,8442,10977,Cancer
Sub-Saharan Africa, Stomach cancer,17155,7863,9292,15607,6883,8724,Cancer
Sub-Saharan Africa, Colon and rectum cancers,21343,10306,11037,14597,6891,7706,Cancer
Sub-Saharan Africa, Liver cancer,37784,13378,24406,31305,11009,20296,Cancer
Sub-Saharan Africa, Pancreas cancer,7946,3829,4117,5522,2588,2934,Cancer
Sub-Saharan Africa," Trachea, bronchus, lung cancers",14033,5258,8775,11482,3931,7551,Cancer
Sub-Saharan Africa, Melanoma and other skin cancers,6552,3179,3373,4669,2267,2402,Cancer
Sub-Saharan Africa, Breast cancer,46678,46678,0,31168,31168,0,Cancer
Sub-Saharan Africa, Cervix uteri cancer,55634,55634,0,48435,48435,0,Cancer
Sub-Saharan Africa, Corpus uteri cancer,3384,3384,0,2694,2694,0,Cancer
Sub-Saharan Africa, Ovary cancer,9712,9712,0,6582,6582,0,Cancer
Sub-Saharan Africa, Prostate cancer,39041,0,39041,25811,0,25811,Cancer
Sub-Saharan Africa, Bladder cancer,6612,2610,4002,5518,2252,3266,Cancer
Sub-Saharan Africa," Lymphomas, multiple myeloma",20867,8894,11973,14466,6023,8443,Cancer
Sub-Saharan Africa, Leukaemia,14532,6483,8049,10045,4381,5664,Cancer
Sub-Saharan Africa, Other malignant neoplasms,84866,41974,42892,63798,31626,32172,Cancer
Sub-Saharan Africa, Other neoplasms,17166,7901,9265,12169,5688,6481,Cancer
Sub-Saharan Africa, Diabetes mellitus,175420,95718,79702,120042,64903,55139,Diabetes
Sub-Saharan Africa," Endocrine, blood, immune disorders",115706,64320,51386,70035,41703,28332,Endocrine.blood.immunedisorders
Sub-Saharan Africa, Mental and behavioral disorders,19901,6605,13296,11798,4431,7367,Subgroup
Sub-Saharan Africa, Unipolar depressive disorders,0,0,0,0,0,0,Men.Behav
Sub-Saharan Africa, Bipolar disorder,0,0,0,0,0,0,Men.Behav
Sub-Saharan Africa, Schizophrenia,2481,944,1537,1926,718,1208,Men.Behav
Sub-Saharan Africa, Alcohol use disorders,2201,757,1444,1806,657,1149,Men.Behav
Sub-Saharan Africa, Drug use disorders,11886,3653,8233,5818,2296,3522,Men.Behav
Sub-Saharan Africa, Anxiety disorders,0,0,0,0,0,0,Men.Behav
Sub-Saharan Africa, Eating disorders,1200,605,595,783,362,421,Men.Behav
Sub-Saharan Africa, Pervasive developmental disorders,0,0,0,0,0,0,Men.Behav
Sub-Saharan Africa, Childhood behavioural disorders,0,0,0,0,0,0,Men.Behav
Sub-Saharan Africa, Idiopathic intellectual disability,0,0,0,0,0,0,Men.Behav
Sub-Saharan Africa, Other mental and behavioural disorders,2135,646,1489,1468,398,1070,Men.Behav
Sub-Saharan Africa, Neurological conditions,143246,62835,80411,98980,43376,55604,Subgroup
Sub-Saharan Africa, Alzheimer's disease and other dementias,12924,7101,5823,7765,4364,3401,Neurological
Sub-Saharan Africa, Parkinson's disease,9935,4454,5481,7226,3235,3991,Neurological
Sub-Saharan Africa, Epilepsy,90385,40391,49994,66350,29731,36619,Neurological
Sub-Saharan Africa, Multiple sclerosis,1193,662,531,914,488,426,Neurological
Sub-Saharan Africa, Migraine,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Non-migraine headache,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Other neurological conditions,28809,10225,18584,16723,5557,11166,Neurological
Sub-Saharan Africa, Sense organ diseases,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Glaucoma,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Cataracts,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Refractive errors,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Macular degeneration,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Other vision loss,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Other hearing loss,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, other sense organ disorders,0,0,0,0,0,0,Neurological
Sub-Saharan Africa, Cardiovascular diseases,956884,497218,459666,732809,370054,362755,Subgroup
Sub-Saharan Africa, Rheumatic heart disease,34101,18436,15665,33527,17443,16084,Cardiovascular
Sub-Saharan Africa, Hypertensive heart disease,77426,56185,21241,55994,40030,15964,Cardiovascular
Sub-Saharan Africa, Ischaemic heart disease,293478,139175,154303,226245,104185,122060,Cardiovascular
Sub-Saharan Africa, Stroke,427149,225721,201428,324573,166522,158051,Cardiovascular
Sub-Saharan Africa," Cardiomyopathy, myocarditis, endocarditis",57427,25066,32361,41930,18147,23783,Cardiovascular
Sub-Saharan Africa, Other circulatory diseases,67304,32637,34667,50544,23727,26817,Cardiovascular
Sub-Saharan Africa, Respiratory diseases,186753,74964,111789,174510,71062,103448,Subgroup
Sub-Saharan Africa, Chronic obstructive pulmonary disease,84781,32275,52506,77744,30606,47138,Respiratory
Sub-Saharan Africa, Asthma,49680,20762,28918,46421,19348,27073,Respiratory
Sub-Saharan Africa, Other respiratory diseases,52295,21927,30368,50349,21110,29239,Respiratory
Sub-Saharan Africa, Digestive diseases,350435,134778,215657,288451,103705,184746,Subgroup
Sub-Saharan Africa, Peptic ulcer disease,39930,14342,25588,45021,13045,31976,Digestive
Sub-Saharan Africa, Cirrhosis of the liver,140971,47125,93846,105508,34888,70620,Digestive
Sub-Saharan Africa, Appendicitis,20596,9171,11425,20330,8070,12260,Digestive
Sub-Saharan Africa, Other digestive diseases,148940,64142,84798,117595,47706,69889,Digestive
Sub-Saharan Africa, Genitourinary diseases,132069,66559,65510,93517,44578,48939,Subgroup
Sub-Saharan Africa, Kidney diseases,94848,52303,42545,71755,36881,34874,Genitourinary
Sub-Saharan Africa, Hyperplasia of prostate,3,0,3,0,0,0,Genitourinary
Sub-Saharan Africa, Urolithiasis,1520,537,983,1296,399,897,Genitourinary
Sub-Saharan Africa, Other genitourinary diseases,34785,12808,21977,19929,6760,13169,Genitourinary
Sub-Saharan Africa, Infertility,0,0,0,0,0,0,Infertility
Sub-Saharan Africa, Gynecological diseases,913,913,0,539,539,0,
Sub-Saharan Africa, Skin diseases,34360,13735,20625,30727,11168,19559,
Sub-Saharan Africa, Musculoskeletal diseases,32640,19879,12761,17281,10451,6830,Subgroup
Sub-Saharan Africa, Rheumatoid arthritis,15550,10878,4672,10054,6579,3475,musc.skelet
Sub-Saharan Africa, Osteoarthritis,1,1,0,0,0,0,musc.skelet
Sub-Saharan Africa, Gout,1,0,1,0,0,0,musc.skelet
Sub-Saharan Africa, Back and neck pain,0,0,0,0,0,0,musc.skelet
Sub-Saharan Africa, Other musculoskeletal disorders,17086,8999,8087,7227,3871,3356,musc.skelet
Sub-Saharan Africa, Congenital anomalies,154938,73842,81096,109862,51839,58023,Subgroup
Sub-Saharan Africa, Neural tube defects,21894,10269,11625,17644,8303,9341,Congenital
Sub-Saharan Africa, Cleft lip and cleft palate,1059,452,607,756,305,451,Congenital
Sub-Saharan Africa, Down's syndrome,5904,3346,2558,4768,2676,2092,Congenital
Sub-Saharan Africa, Congenital heart anomalies,46278,21297,24981,29732,13495,16237,Congenital
Sub-Saharan Africa, Other chromosomal anomalies,6239,3359,2880,4756,2537,2219,Congenital
Sub-Saharan Africa, Other congenital anomalies,73566,35120,38446,52215,24527,27688,Congenital
Sub-Saharan Africa, Oral conditions,0,0,0,0,0,0,Subgroup
Sub-Saharan Africa, Dental caries,0,0,0,0,0,0,Oral
Sub-Saharan Africa, Periodontal disease,0,0,0,0,0,0,Oral
Sub-Saharan Africa, Edentulism,0,0,0,0,0,0,Oral
Sub-Saharan Africa, Injuries,938579,318612,619967,803099,257868,545231,LargeSubgroup
Sub-Saharan Africa, Unintentional injuries,725216,265397,459819,575962,207584,368378,Subgroup
Sub-Saharan Africa, Road injury,207291,65769,141522,146778,45624,101154,Accident
Sub-Saharan Africa, Poisonings,37071,15603,21468,35678,14647,21031,Accident
Sub-Saharan Africa, Falls,89381,31924,57457,65022,22205,42817,Accident
Sub-Saharan Africa," Fire, heat and hot substances",127340,59506,67834,98442,45754,52688,Accident
Sub-Saharan Africa, Drowning,81317,26895,54422,65419,21131,44288,Accident
Sub-Saharan Africa, Exposure to forces of nature,0,0,0,802,335,467,Accident
Sub-Saharan Africa, Other unintentional injuries,182826,65702,117124,163832,57896,105936,Accident
Sub-Saharan Africa, Intentional injuries,213362,53214,160148,227139,50284,176855,Subgroup
Sub-Saharan Africa, Self-harm,67313,18693,48620,48213,13394,34819,Intentional
Sub-Saharan Africa, Interpersonal violence,132367,32428,99939,101203,22357,78846,Intentional
Sub-Saharan Africa, Collective violence and legal intervention,13685,2093,11592,77725,14536,63189,Intentional
