text,userId,stars,restaurant
"Mesa felt very odd six years ago, as if someone planned a restaurant for SoHo and then decided at the last minute to come to Williamsburg. The neighborhood has changed enough that this place no longer sticks out so much, but it does still feel a bit apart from the surroundings. <br><br>When I first moved to the neighborhood, I dismissed this place as an ""upscale spot for yuppies in their 30s.""  Of course I'm now a bit of a yuppie and definitely in my 30s. Is it any surprise I found myself feeling slightly warmer on this place on a couple of recent visits?<br><br>This is slightly-fancy Mexican food designed for white people, but it is at least good slight-fancy Mexican food designed for white people. The margaritas come in several surprising flavors, are strong without being too sweet.<br><br>No one will be mad for choosing this place, although truly great Mexican food is found farther to the east, at places with much lower decorating budgets.  Eating outside (on sidewalk chairs, there is unfortunately no backyard) is a great way to watch the beards, dogs and tight pants go by while seated.",Ja9gBg4CYOne-MXqHUrcYA,3,Mesa Coyoacan
"I was waiting for my food when it happened. <br><br>A man, black, maybe in his late 40s, went to pay his check. When presented with the bill, he came very aggravated and started arguing with the manager on duty. ""What is this charge at the end of the bill?"" he demanded. The manager said it was a gratuity, which only set him off further. <br><br>""I work hard, I'm not paying an extra three dollars on our food,"" he said this no less than six times for emphasis. This went on for nearly 10 minutes. <br><br>Now the man eventually left, and did not leave a tip or pay the gratuity. When I presented the bill, there was no surcharge. It was a clear case of racial profiling. <br><br>It's possible to argue some sort of moral equivalency here - the owner being wrong for applying a surcharge to a group of people, while the man was wrong for not leaving a tip. But that's not how it works. The restaurant is a business, and how it treats one customer reflects on the whole business. <br><br>Perhaps these retrograde policies were acceptable in the Koch administration. I can say the same for the food. My bowl of wonton soup, with noodles and roast pork, was a mess. There was quite a big of lettuce - a strange filler that doesn't belong in this bowl. It was as tasteless as the roast pork, which was missing the crunch and juicyness of proper char siu. The chili sauce I was offered was old and oddly lumply. <br><br>The whole place has a aura of days gone by. Unfortunately these aren't the good old days, these are times better off forgotten.",Ja9gBg4CYOne-MXqHUrcYA,1,Hoy Wong Restaurant
"There's no real point in reviewing specific bowls of noodles from Ramen Lab, since the person making them is constantly changing. So rather, let me just say that the concept is excellent. No one can go to Japan every month on food tasting trips, so this is a good way for chefs to come, have a residency and get food. <br><br>Some of the featured chefs have gone on to create their own restaurants, and what is here is a sneak preview. <br><br>Whoever is here, the place is small and turns over quickly. The absolute best time to come is early in the week (even for lunch) on a good day. I went on a recent Monday and the wait was under 5 minutes. For those willing to brave the cold or rain, the line can look longer than it actually is. <br><br>Come, have a great bowl of ramen, and then leave a few minutes later. It's fast, efficient, fun eating.",Ja9gBg4CYOne-MXqHUrcYA,5,Ramen Lab
"On New Year's Eve 2010, Korzo hosted an event that involved unlimited beer and a plate of food for $35 or so. Snowed in and unable to get to a party elsewhere in these pre-Uber days, my roommates and I walked the two blocks to Korzo. <br><br>That night ended with me destroying an island and vomiting in a sinkful of dishes.<br><br>We all can't stay that young forever, and eventually life took me north to Williamsburg and away from Korzo. But after a bowling party in Sunset Park, I grabbed a few friends and went to see how the old bird was aging. <br><br>The answer is pretty well. Those famous fried burgers are still here, still able to catch all of the wonderful juices of meat. along with the flavor of the cheese (and bacon and mustard) wrapped inside. It's not as heavy as it might seem, as the relatively thinness of the dough compensates for the way it is prepared. <br><br>The mania this restaurant (and its now-dead East Village spin-off Korzo Haus) have for beet ketchup has now died down. Regular ketchup and barbecue sauce are now available, along with the beet stuff for those are interested. <br><br>Things are a bit more upscale, with the menu divided into ""firsts"" and ""seconds"" - along with a whole variety of different fried burgers. And while some favorites are gone - where are all those Hungarian breads? And didn't this place used to make great spaetzle - there's still plenty of variety, both Hungarian, Sloakvian and more American. <br><br>So if I lived in the neighborhood, this would still be very much in rotation. And if they have regular ketchup on the menu, I will still make it down here form time to time.",Ja9gBg4CYOne-MXqHUrcYA,4,Korzo
"It's probably the best dim sum in the city. <br><br>I haven't been to every hall (it's too tempting to go for other food when in Flushing) but based on a few trips over a few years, this seems to be the most solid option. <br><br>There are pushy cart ladies, a man who stands in the center of the room furiously calling numbers in Cantonese, shared tables and pots of refilled tea. Dining here is high volume, high energy, with an emphasis on a quick turnover time.<br><br>Come, grab a few plates of food and then walk through Sunset Park and Bay Ridge to burn off the calories. <br><br>The usual suspects - har gow, siu mai, cheun fun - are done right here. Even better are the premium dishes, like the fried squid with a side of chili sauce or the succulent zongzi stuffed with pork.<br><br>I may find places to quibble - why is the dan tat not seared on the top - but dim sum is essential weekend dining experience, and this is the top of the New York pecking order. That means the only appropriate rating is five stars.",Ja9gBg4CYOne-MXqHUrcYA,5,East Harbor Seafood Palace
"I am mystified by the good rankings for this place. <br><br>My BBQ chicken slice was a disaster. This is white slice,with no red sauce. The BBQ sauce surrounding the chicken is designed to be a substitute, but the sweet brown stuff barely struggled to stay afloat under mounds of cheese. The chicken had a very dry, almost industrial quality to it, as if it came from supermarket surplus many weeks before. <br><br>The pizzaiolo reheated it for several minutes in the oven, perhaps in a vain attempt to revive the slice. All was lost. Instead cheese flowed over the bounds of the thin crust, causing me to sheepishly approach the counter for a knife and fork. <br><br>Picture this sad sight - a man, eating a tasteless triangle of cheese and bread with utensils, in a nearly empty dining room. Slowly, he realizes why the adjoining tables are empty.",Ja9gBg4CYOne-MXqHUrcYA,1,Ginos Pizzeria
"The idea that this far stretch of Eastern Williamsburg can support a Taiwanese restaurant is an exciting proposition. I anxiously waited through the long months as Win Son (née Winsome) rose from a long abandoned Puerto Rican restaurant on the corner of Montrose and Graham Avenue. <br><br>After two visits - one during the ""soft"" opening and one shortly launch - I think it's clear that while there are many solid elements, the restaurant isn't quite fully formed. <br><br>I'll start with what I liked, because it's a sizable list. The inside space is inviting, softly lit with a largely white interior. I love that they kept elements of the old aluminum awnings, all with a new interior. The servers are very friendly, ready to tell a story and refill drinks at the same time. <br><br>I appreciate the deep drink list, which includes several surprising draft beers, more than half a dozen cocktails and wine. I found my cocktails on both occasions to be strong in both flavor and alcohol, mixing in spice and unusual ingredients in combinations that were very drinkable.<br><br>Where I get concerned is in the overall direction of the menu. There are no Taiwanese restaurants for miles around, so this can be a vital place to get dishes not available elsewhere. I thought the very first iteration of the menu sometimes seemed to sacrifice great taste for ""clever"" updates on classic dishes. The best example of this was the three cups chicken (sometimes just called san bei ji on English menus) where the juicy chunks of chicken meat had been swapped out for fried chicken livers.<br><br>I'm glad this dish is gone on the most recent version of the menu, although I hope it returns in a more traditional version. Also appearing recently is a ""scallion pancake,"" which is really more of a roti with an excellent chili oil sauce. The zhajiangmian is a great weekday dish, lighter than it would be served in China's northeast with the addition of lamb. It's not exactly traditional,but it's also not fussy, and tastes great. <br><br>I see Win Son is closed today, Memorial Day. The sign on the front door promises behind the scenes they are working to create an ever better, more delicious experience. I don't doubt that - and I have high hopes for this restaurant as it continues to evolve and grow in the months to come.",Ja9gBg4CYOne-MXqHUrcYA,4,Win Son
"The night after I stopped into this Mexican deli in the Bronx driving back from Connecticut I had a dream. I was back at Tulcimex where the actual bodega looked largely the same. But the space was now bigger. The wall facing the street had been replaced with an open space, and then a large dining room. What was once a three table operation had 20, along with a dartboard and a dancefloor.<br><br>I imagine this was my subconscious confirming what I'd tell any person that asked - this place makes a mean torta. You don't have to come all the way up here to get a good Mexican sandwich, but the odds of the combination of stringy cheese, beans, tomato, lettuce and chorizo coming out right are certainly higher in this area. Under a soccer match, and protected by The Virgin of Guadalupe, I waited for and the ate my sandwich.<br><br>I wish there were proper agua frescas (only in the summer, I was told) or even the Jarrito's soda water (instead of just flavors) but these are minor complaints. That meal kept me satiated long after I returned to Brooklyn and fell into deep sleep.",Ja9gBg4CYOne-MXqHUrcYA,4,Tulcimex Corporation
"Her freshman year of college, my mother had her first bagel. My freshman year of college, I had my first bowl of pho. <br><br>I doubt any of my fellow dinners, all college student, presumably from NYU, were having any sort of first at Panya. The tables, piled high with school books and laptops, for assignments being delayed, seemed full of people who knew about Japanese food. There are dons, ramen and other meals here at this bakery/restaurant, which has a menu and quality of food larger than its interior might present. <br><br>While other places on this street might specialize in a single dish or two, here the menu is pretty varied and the results solid. My plate of oyako don contained no surprises, but this peasant dish of chicken, egg and onion isn't supposed to be comfort food. <br><br>Served with a bowl of miso soup and some pickled vegetables, the generous portion kept me fill long after my class and part of the next work day to boot.",Ja9gBg4CYOne-MXqHUrcYA,4,Panya Bakery
"Shigure was quiet on Monday evening when I came with a friend from out of town. There were a few other people, mostly at the bar, but they kept their voices low out of respect for the space and the surroundings. <br><br>The space isn't huge, and dark shades of brown that cover the walls and booths make it seem even more quiet and small. It's a private cave where one can eat and drink in privacy. <br><br>As you might expect from an upscale sake bar in TriBeCa, the food and drink selection are well curated and generally excellent. Our sake, selected with the help of our server, was filled with the taste of fruit without being overly sweet.<br><br>The small plates are small but satisfying. We split some of the charcoal grilled shrimp, while I also had shio-koji fried chicken and duck cha-shu after my friend went off for other dinner plans. The duck cha shu was a particular revelation, as I'm not sure to the fattiness of the duck being prepared in the style of roast pork. <br><br>There may not be much buzz in this restaurant, either in or outside of the establishment, but it is very much worth getting excited about.",Ja9gBg4CYOne-MXqHUrcYA,5,Shigure
"There's a ""To Go"" in the name of this restaurant so I don't feel bad judging it based on a Seamless delivery experience.<br><br>I ordered a two piece meal to accompany a late Friday night at the office, where I attempted to finish my list of tasks at the end of a long week. I was successful at getting work done, although not particularly thanks to this place. There's just so much more you can do with fried chicken, which could be crunchy or spicy or peppery or even all three. <br><br>The chicken that arrived from Dirty Bird just sort of sat there.  <br><br>Even worse was my side of ""rice and beans."" Was it my ignorance that made me thing I was going to get something like a spicy dirty rice? Either way, the slimy few beans I got on top of some dry rice were just terrible. <br><br>On Seamless, there are hundreds of restaurants available to order in just a few clicks of the mouse. I won't be making this choice again.",Ja9gBg4CYOne-MXqHUrcYA,2,Dirty Bird To Go
"Smokey Island Grille has a dim view of humanity. While most places believe the combination of shared societal values and basic decency will guide behavior through a public interaction, this place goes in a different direction. Nearly every inch of the wall and steam is covered in a maze of frequently CAPITALIZED signs, imploring customers to use hand gel, mind the different price points between parts of the buffet and what dishes are and are not available. <br><br>It's as if every piece of confusion or miscommunication in the past few years have been met with a new sign, in hopes that it will never happen again. It's a disparaging, demeaning way to treat customers. When stopping for food I felt constantly on edge that someone was going to leap out from behind the kitchen and yell at me for doing something wrong.<br><br>And even with all the signs, it was unclear to me that the in addition to the buffet there are jerk dinners and other Caribbean specialities behind the counter. <br><br>So many rules, so much aggravation. It's only worth it because of the large selection at the steam table, which was refilled twice during my visit to rotate in new dishes. And while it may be wasteful to have to split up a buffet order between dishes of different prices, it probably does give a person the ability to get more high volume items (like rice) without unnecessarily paying too much. <br><br>The mac and cheese was rich and dry, as it is in the islands, and the oxtail nice and tender. I do wish I wasn't on edge while eating it.",Ja9gBg4CYOne-MXqHUrcYA,3,Smokey Island Grille
"Calle Dao seems a bit too proud (and wants to overly explain) its connection to the Chinese restauranteurs on the island of Cuba.<br><br>There's nothing particularly unique about the influx of Chinese immigrants to Havana, who wound up through restrictions and experience serving a blend of Chinese and local food from tiny stalls. This happened all over Latin America, from Nuevo Laredo to far southern Chile. <br><br>Cuban cuisine, however, stands out from other countries, so the combinations are different. And Calle Dao isn't incredibly interested in a slavish devotion to was actually served in generally quite basic establishments. I doubt before or after the revolution that many people were enjoying ""Peking-Style Cornish Hen in Banana Leaves"" on the malacon. <br><br>I had lunch here with a former boss, and we stuck to a mix of spring rolls and noodle dishes, each taking a Chinese and rolling in a few ingredients more associated with Caribbean food. Our waiter was attentive, the service prompt and the food just fine. <br><br>The dinner menu contains more complicated and interesting sounded recipes, so maybe that's where the magic happens, but my lunch was no better than the simple chifa I frequent in Williamsburg at double the price. This is Midtown, with its hordes of offices and people who head out of town in bridges and tunnels. If this restaurant has a better side, I don't think they should wait to show it.",Ja9gBg4CYOne-MXqHUrcYA,3,Calle Dao
"If the Korean restaurants on 32nd Street can blend together on a walk down the street, each first or second floor palace looking like a homogeneous blend of barbecue and panchan, step back. There's a chasm between some of the dull takes on bibimbap and mandoo that some places provide and what's going on at Five Senses. <br><br>Five Senses has a signature dish - a mix of rice, kimchi, egg, a choice of meat and mozzarella cheese. All of the ingredients are mixed at the tabl and served on a sizzling stone plate. It sounds a bit unnerving - there is of course, not too much dairy in East Asian food generally - but in fact it's fantastic. The cheese fills in the cracks between the meat and the rice, creating a combination of flavors that is like an inverted version of a pizza. Or maybe it's lasagna. Whatever Italian specialty you prefer, it tastes like that, only better. <br><br>Flesh out the meal with superior takes on Korean foods easy to get elsewhere and those are a bit harder to find. There are scallion pancakes and jap chae, but also that same jap chae is available ""Busan Street style"" and there's a spicy stew filled with chicken wings. <br><br>All of this food is available around the clock, which almost seems unfair. How do the visitors to New York feel when they come too visit, and realize that they don't live in a place when this incredible food is literally always available? It really is a shame.",Ja9gBg4CYOne-MXqHUrcYA,5,Five Senses
"I had Takumi on a drizzly Wednesday evening while exploring the fun fair attached to the bib signup for the AirBnb half marathon on Pier 2. That whole previous sentence seems like a Brooklyn hipster madlib, so I'll skip any swipes on the Japanese taco concept, as well, I frankly have no leg to stand on here. <br><br>I went with the Japanese curry nachos, which were a plate of bag chips with some sliced meat and cheese and napa cabbage on top. It was not well mixed, and the thickness of the gravy was hard to mix with the cold chips. The cheese was not totally melted, and didn't really enhance the dish. That cabbage was a nice bit of crunch - and something unexpected - but otherwise there were few pleasant surprises here.<br><br>This is food that has been designed to eat on the run and served outside of a traditional kitchen. This isn't a one time food event or unusual setup for the restaurant, so I'm surprised more effort hasn't been made to actually serving a product that tastes good as served. The curry lacked the deep flavor you see even at fast-casual places like Go! Go! Curry, and well it being served over chips was a bit of a step down from rice.<br><br>Not really worth it.",Ja9gBg4CYOne-MXqHUrcYA,2,Takumi Taco
"The motto is ""good karma served daily,"" there are artful lightning fixtures and waving palm leaves on the website. Inday appears at first glance to be the insufferable apotheosis of our current twin obsessions with health eating and fast casual dining.<br><br>But on the way to give this place a pan, I actually sat down for lunch. It was relatively quick, it was casual, and the flavors were wonderful.<br><br>There are some kinks to the ordering process. Between having the explain this particular restaurants' take on the combination of proteins and vegetables and several of the Indian ingredients involved, it can feel like you need to pass a standardized test to get a meal. And well, it doesn't go particularly fast. Thankfully on my visit there were just a few customers (one actually gave up during ordering in frustration). <br><br>Please, stick with it! The food that arrives at the end, from the quinoa to the different kinds of rice, is high-end restaurant quality. I had a serious delicious piece of grilled salmon, with three kinds of chutney and vegetables. There's a tenacity to try to get you to have everything at once, but I'd love come back and sample different parts of the menu in isolation.  <br><br>I also washed this down with a very ice tea. It felt healthy but still spicy and full of flavor - exactly what pretty much every fast casual goes for and where only few succeed.",Ja9gBg4CYOne-MXqHUrcYA,5,Inday
"We have a winner. For those who care - or are searching - for the best momo in New York, find this truck, usually parked in a Tibetan-heavy row of businesses in Jackson Heights. <br><br>If the weather is fine, it's possible to sit on the boot of the truck and enjoy these perfect pockets of meat, juices and thick dough. Either pressed in halfmoons or round pockets pinched at the top, Amdo is one of the great protein and flour combinations in the city. Be sure to grab plenty of red and yellow sauce (both are spicy and they are definitely not ketchup and mustard) for dipping and coating these beauties. <br><br>A couple notes - The kitchen isn't terribly fast as these are cooked fresh in a crowded space, so considered ducking inside if waiting on a rainy or cold day. There are a couple vegetarian options for the less fortunate among us who aren't able to enjoy these treats. <br><br>I hope the Amdo empire can expand to a second truck that makes it into Manhattan, so these can be more of a regular treat.",Ja9gBg4CYOne-MXqHUrcYA,5,Amdo Kitchen
"Quarterly I lead a group of friends to different areas of the city, using our expanded numbers to eat through part of one of New York's amazing food enclaves. Recently we came to Jackson Heights, specifically to look into the growing numbers of Nepalese and Tibetan restaurants in the area. <br><br>Phayul was our first stop, and as a way of showing the difference between the filament lamps and exposed brick of our neighborhood eateries in Brooklyn and Manhattan, it was perfect. To get to the restaurant you pass a salon and navigate a narrow twisting staircase. A colorful pieces of drapery separates the restaurant from the public part of the building, but the lack of waiting area meant that my party spilled halfway down the stairs. <br><br>We were going elsewhere for momo, so I took advantage of the large menu at Phayul to try some dishes not always available at Tibetan restaurants. We ate shoo chaste and shook sit sit ngoe ma, both variations and potatoes and peppers with a strong spice attached. We had laphing, cold mung bean noodles related to dishes that come from Northeast China. We also sampled a piece of tingmo, the fluffy Tibetan bread served with proteins. <br><br>By the end of the meal, I was dealing with requests for butter tea. Despite my protestations that butter tea is awful and very much lives up to its odious reputation, a pot was ordered. Perhaps it was the ambience or the fact that true yak butter isn't available in Queens, but some members of my party actually seemed to enjoy it.",Ja9gBg4CYOne-MXqHUrcYA,4,Phayul
"I find the professional breakfast to be a particularly harsh form of punishment, for it's difficult to be presentable in the best of circumstances before 9 a.m., but having to do without eating anything first is neigh impossible. <br><br>Now my meal at Dimes was only an internal get together, with a very nice person in town from London, but it still meant that certain things about the meal seemed magnified because of the hour. <br><br>We'll start with the extremely cold temperature, not helped by a swinging door which let air in without any protection whenever a new customer arrived. Nearly every patron was wearing their coat at the table, many (myself included) with a hat as well. <br><br>There was also our waiter, who I believe might sleep in some of colony located on another astral plane. He wore a sweater with several lovingly sewed patches in places with one dangling chain of an earning and serene expression that only comes from a serious amount of meditation. <br><br>We eventually made our way through the menu, a bewildering list of bowls and plates scattered with ingredients I associate more with clothing than edible food. My co-worker wound up with a bowl of strawberries, chia seed, some grain with hemp scattered on top. She gave up after a few bites. <br><br>The neurotic New Yorker and the excited Londoner aren't probably the best audience for this very Los Angeles of restaurants, but my entree of olives, feta, eggs, bulgur wheat, spinach and cilantro hit the healthful, flavorful mark. It was satisfying breakfast food without the grease of dinner classics. <br><br>It's weird and definitely not the typical scene, but it's open for breakfast and downtown at 9 a.m. and a pretty satisfying option.",Ja9gBg4CYOne-MXqHUrcYA,3,Dimes
"Clearly this is a neighborhood favorite, for I had to wait a few minutes to get a free seat at 3 p.m. on a Saturday afternoon. This was on a only somewhat mild January day, when the wind blew across Prospect Park and threatened to interrupt the football games taking place on the now-brown meadows. <br><br>I have a small list of gripes from my experience - the service was very slow, the cashier absent for several minutes when I wanted to pay for my roll, the ATM was out of order and they slapped a $1 fee to pay by credit card. None of these errors were fatal, and the classic New York pizza with a bit of char and a nice cheese blend meant I got exactly what I wanted when looking for a neighborhood slice. <br><br>That's probably what's allowed this place to stay around for so long, and what will it allow to keep around long after I leave the city as well.",Ja9gBg4CYOne-MXqHUrcYA,3,Smiling Pizza
"Joy Curry is solidly in an area of tourists and office buildings, but seems to offer a menu and product offering aimed squarely at Indian ex-pats and immigrants.<br><br>You can spot the difference almost immediately upon entering. Look closely at the variety of curries, that go beyond the typical chicken tikka and saag paneer. When I stopped in recently for lunch I had a fiery hot fish curry, something that would probably get few orders at the place closest to my office downtown. <br><br>It's an Indian equivalent to the New York gem of a block on 41st street between Madison and 5th Avenue that specializes in Japanese.<br><br>Not that this place is a secret. Office workers have rightly recognized the great food coming out of the kitchen, along with the fresh breads and vegetables. The express lunches at around $7 to $8, are nice portions sizes and a great deal. There are many places around giving far less and charging more far more. <br><br>Even better, since these dishes are designed to be pre-made and served warm, there's hardly a wait for such good food. There's also plenty of seating for those with more time.",Ja9gBg4CYOne-MXqHUrcYA,5,Joy Curry & Tandoor
"New York, and especially downtown Manhattan, has very few ambitious Vietnamese restaurants. Choices are limited primarily to take-out driven places concentrated in Chinatown. While some of these are quite tasty, I welcome the chance to see what a more ambitious chef can do on a higher budget. <br><br>While billed at French-Vietnamese fusion, I'd say New American trends are the biggest influence in updating Vietnamese classics. The tastes of Vietnam are here, but sometimes in new formats. There are ca ri ga spring rolls and green papaya salads, and a variety of different proteins to serve on the bun. <br><br>There's a playfulness to the fusion, which reaches its apotheosis with the wonderful ""Vàch Kî rî spring roll. Those who have been to Vietnam will recognize just how almost-right this twist on words sounds.<br><br>All of this is in a bright but narrow space, with hanging upside down from the ceiling. It's a great option in the neighborhood, and if the food isn't quite earth-shattering, it is solid and better than another lame twist on an Italian bistro.",Ja9gBg4CYOne-MXqHUrcYA,4,Bò Cà Phê
